;"GSR.1980";"BP.1980";"VAS.1980"
"1";13.3033866666667;134.8945;-0.0248916666666667
"2";12.9952233333333;42.9071;-0.0239916666666667
"3";12.235195;22.1897;-0.024405
"4";14.441905;0.8733;-0.025035
"5";17.047195;-5.5207;-0.025115
"6";19.9249533333333;-14.6661;-0.0254766666666667
"7";25.015875;-13.7547;-0.02501
"8";30.911525;-16.8999;-0.0240866666666667
"9";29.7686166666667;-7.2001;-0.534865
"10";26.6755866666667;4.4182;-0.590095
"11";15.9602366666667;-12.731;-0.588875
"12";18.1687042253521;-51.5304;-0.0461014084507042
"13";23.2294983333333;-23.8511;-0.063745
"14";20.5687283333333;-14.5989;-0.516163333333333
"15";23.43417;-11.7635;-0.563378333333333
"16";20.1803683333333;-0.469600000000001;-0.607855
"17";39.5797916666667;-8.8665;-0.612808333333333
"18";38.4625383333333;17.2778;-0.6153
"19";37.9733033333333;-11.9231;-0.662206666666667
"20";40.3935966666667;-9.9898;-0.745066666666667
"21";40.9588;6.4443;-0.81678
"22";40.9588;-2.0263;-0.860913333333333
"23";40.55015;5.5966;-0.944208333333333
"24";14.3616116666667;133.9584;-0.0595016666666667
"25";12.904525;44.7618;-0.02407
"26";12.1911733333333;22.6996;-0.0243166666666667
"27";14.3342733333333;1.2111;-0.0250083333333333
"28";17.034075;-6.2001;-0.025185
"29";19.6876433333333;-14.8845;-0.025475
"30";24.913065;-12.8349;-0.025
"31";30.68282;-17.8055;-0.025555
"32";29.8981183333333;-7.6246;-0.514453333333333
"33";27.029785;7.2948;-0.590301666666667
"34";16.1101233333333;-13.9758;-0.588815
"35";16.21321;-47.977;-0.0691033333333333
"36";23.5274616666667;-22.9638;-0.0471533333333333
"37";20.2564333333333;-14.8461;-0.51639
"38";23.872535;-11.2719;-0.561561666666667
"39";19.230125;-1.3452;-0.606211666666667
"40";39.62701;-9.1651;-0.61314
"41";38.5119166666667;12.9754;-0.615173333333333
"42";37.9908383333333;-7.8751;-0.660326666666667
"43";40.279465;-8.9162;-0.741383333333333
"44";40.9588;7.0039;-0.814295
"45";40.9588;2.0282;-0.860833333333333
"46";40.575690625;1.9245;-0.9452125
