"GSR","BP","Pain"
32.4988,-0.4885,-0.51
32.4875,0.4504,-0.5082
32.4803,5.3611,-0.5092
32.4252,-1.1332,-0.5082
32.3563,-1.1135,-0.5057
32.3491,-1.1929,-0.5073
32.3171,-1.7861,-0.5057
32.2442,4.5153,-0.5083
32.1414,-2.7795,-0.5083
32.0762,0.85,-0.5061
32.0122,-2.1268,-0.5033
31.8933,-0.7116,-0.5064
31.741,-0.5733,-0.5052
31.6514,6.2594,-0.5032
31.5406,-2.7606,-0.5012
31.4212,0.6778,-0.504
31.308,-2.1403,-0.5053
31.2079,-0.2912,-0.5066
31.1031,5.5354,-0.507
30.9939,-2.4118,-0.5055
30.9181,-1.3491,-0.5042
30.9425,-1.6614,-0.5046
31.1225,-2.3102,-0.5032
31.2641,-2.1386,-0.5028
31.2169,1.7882,-0.5056
31.0793,-0.7868,-0.5051
30.9277,0.4515,-0.5063
30.7695,-1.1916,-0.5078
30.6668,-0.0361,-0.5051
30.67,4.5284,-0.5077
30.7146,-3.3094,-0.5089
30.6796,-0.737,-0.509
30.5817,-1.4572,-0.5063
30.5171,0.1677,-0.5065
30.5855,-0.0393,-0.5055
30.5612,2.6086,-0.5055
30.4305,3.1001,-0.5042
30.2832,-1.1139,-0.5052
30.2415,0.4607,-0.5058
30.263,-0.678,-0.5086
30.1758,-1.4153,-0.5065
30.0197,-0.4397,-0.5052
29.9244,3.5415,-0.5039
29.8914,-3.2244,-0.502
30.1546,1.0885,-0.5043
30.72,-1.4758,-0.5073
30.8349,5.0977,-0.5031
30.6298,-0.812,-0.5003
30.3784,-1.1034,-0.5016
30.1355,-1.4449,-0.5022
29.9125,4.3505,-0.4985
29.6173,-0.3154,-0.4859
29.6023,-3.6007,-0.5148
29.5683,-2.1122,-0.5329
29.5149,3.9306,-0.5458
29.4055,0.6747,-0.5427
29.3121,-1.5035,-0.544
29.1895,2.7592,-0.5444
29.0995,0.5728,-0.5438
29.0601,-2.5611,-0.5442
29.0105,-1.8721,-0.547
28.9573,-0.7151,-0.5466
28.8998,0.0652,-0.5466
28.8519,2.7744,-0.5448
28.7863,0.086,-0.5466
28.699,-1.6723,-0.5489
28.6065,5.3107,-0.5467
28.538,-1.2051,-0.5445
28.4623,-3.6019,-0.5477
28.3988,6.6297,-0.5481
28.3282,-3.0285,-0.5446
28.2588,-1.3518,-0.5437
28.1829,-2.0862,-0.5452
28.0976,6.7162,-0.5464
28.0545,-1.4954,-0.5449
28.1409,-1.9095,-0.5467
28.3206,4.7109,-0.5449
28.3655,0.0398,-0.5449
28.2914,-0.161,-0.5476
28.1718,-2.4805,-0.5456
28.1147,-1.7294,-0.544
28.2989,-2.5294,-0.5429
28.9829,0.6596,-0.5446
29.5869,-2.8909,-0.5445
29.6241,-0.6023,-0.5479
29.3996,-0.9874,-0.5499
29.1931,4.6813,-0.5497
29.053,1.1153,-0.5486
28.9412,-2.0853,-0.5495
28.8219,-0.6528,-0.5491
28.688,4.6722,-0.5464
28.6361,-1.1516,-0.5487
28.7701,-0.5239,-0.5508
29.1339,-1.302,-0.5474
29.7184,5.426,-0.5478
29.7036,-2.4216,-0.5485
29.5053,0.3523,-0.5478
29.3029,-1.5381,-0.5457
29.1677,4.6027,-0.5427
29.39,-2.2008,-0.5435
30.2768,-2.0328,-0.5487
30.617,-0.6722,-0.5506
30.3498,2.0948,-0.5519
30.0354,-3.1115,-0.5349
29.6362,-0.4775,-0.554
29.3781,-1.1968,-0.5554
29.2867,1.278,-0.567
29.2137,2.0828,-0.566
29.137,-3.3408,-0.5654
29.0321,17.9122,-0.5695
29.0407,-8.4265,-0.566
29.6706,1.8298,-0.5683
31.2782,-2.7909,-0.5642
32.1408,-5.1919,-0.5669
33.2005,-3.0833,-0.565
33.7676,0.3336,-0.5652
33.6346,-5.4576,-0.5663
33.3994,0.7686,-0.5648
32.9543,-0.2243,-0.5673
32.5788,1.3283,-0.5677
32.322,1.5912,-0.5727
32.4792,1.1145,-0.5714
32.5063,1.5319,-0.5703
32.2471,0.7058,-0.5721
31.9945,3.2962,-0.5698
31.753,-0.7179,-0.5712
31.5626,3.6812,-0.5746
31.5309,-1.5167,-0.5707
31.668,-0.9604,-0.5722
31.7119,-2.5535,-0.5706
31.6433,2.3865,-0.5742
31.7688,-0.5963,-0.571
32.0925,-2.2507,-0.5745
33.3136,0.6792,-0.5742
34.0997,-0.7853,-0.5747
33.9503,1.916,-0.5727
34.3124,0.8316,-0.5741
34.0761,-1.1748,-0.5746
33.6731,2.1727,-0.5792
33.3245,-0.2163,-0.5738
33.6998,0.0293,-0.5723
34.0857,0.9898,-0.5707
33.7462,1.0975,-0.5744
33.6106,0.2053,-0.574
34.4146,0.3745,-0.5743
34.6365,3.0902,-0.5778
34.0128,0.3365,-0.576
33.5145,-0.1935,-0.5778
33.1822,-1.8508,-0.5793
32.9835,-2.056,-0.5764
32.7573,3.1924,-0.5761
32.5538,-0.2848,-0.5774
32.5187,1.9731,-0.5784
32.8875,-3.5453,-0.5759
33.0372,5.4681,-0.5747
32.8827,-2.4636,-0.5734
32.7156,-1.3763,-0.5712
32.6326,1.5969,-0.5728
32.6636,-1.7643,-0.5722
32.878,2.1834,-0.5707
33.2879,-0.9863,-0.5722
33.8055,-0.4038,-0.5705
34.3391,-2.0981,-0.5708
34.101,-0.2006,-0.5674
34.4362,-1.9547,-0.5736
34.3586,1.705,-0.5706
33.8145,-3.3443,-0.5756
33.4434,-2.0205,-0.5754
33.7538,0.6619,-0.5748
34.4318,1.076,-0.5699
34.1135,0.9234,-0.57
33.5838,-0.7015,-0.5706
33.1309,3.9945,-0.5728
32.8351,-2.0154,-0.5763
32.5914,-0.0571,-0.5746
32.4741,-1.1954,-0.5751
32.5792,1.5125,-0.5764
32.5351,0.9019,-0.5717
32.732,0.7635,-0.5719
33.5504,-3.8457,-0.5719
33.5507,-1.4919,-0.5746
33.1551,0.7986,-0.5757
32.9368,0.89,-0.5757
32.8245,-0.6452,-0.574
32.7013,1.3695,-0.5771
32.7124,-1.9543,-0.5772
32.808,-0.6858,-0.5793
32.7341,3.0084,-0.5761
32.5197,-2.6956,-0.575
32.3502,0.1513,-0.5718
32.2234,-0.1971,-0.5703
33.0732,0.7232,-0.574
35.5373,0.7432,-0.5725
36.8368,-2.6512,-0.5738
37.2394,-0.1129,-0.5715
36.5088,-0.5209,-0.5708
35.9006,2.4162,-0.5747
35.3217,0.6721,-0.5712
34.6743,0.5398,-0.574
34.4805,-2.5702,-0.5734
34.6306,0.5564,-0.5717
34.4254,-0.507,-0.5701
34.0125,-2.3728,-0.5726
33.6759,-0.0164,-0.57
33.4279,3.4595,-0.5699
33.2856,-1.8426,-0.5662
33.1291,1.6178,-0.5678
32.9314,-0.3061,-0.5725
32.7447,-0.2616,-0.5735
32.576,3.1887,-0.5731
32.4068,2.1681,-0.5709
32.2546,-2.3182,-0.5683
32.1991,3.129,-0.572
32.4226,-0.4654,-0.5676
32.7526,-2.0813,-0.5301
32.7357,-1.7059,-0.5761
32.5663,1.5301,-0.5898
32.4366,0.7841,-0.5979
32.5624,-1.7262,-0.5965
32.8583,-0.2758,-0.5946
32.8291,-0.9356,-0.5947
32.7059,-0.3615,-0.5946
32.7829,-1.4177,-0.593
32.8753,1.1175,-0.5961
33.1778,1.726,-0.5949
33.8186,0.8295,-0.5957
34.3544,-2.0722,-0.5977
34.1533,-0.7063,-0.5959
33.748,2.5408,-0.5945
33.4091,-0.7919,-0.5955
33.1458,-0.8702,-0.5934
32.8764,-0.77,-0.594
32.6119,3.5709,-0.5971
32.3665,-1.3391,-0.5964
32.1598,-2.9089,-0.5989
31.9692,4.8028,-0.5988
31.819,-0.9446,-0.6037
31.6672,-1.6015,-0.5999
31.511,-1.7763,-0.5996
31.429,5.8311,-0.5982
31.3315,-1.6336,-0.5964
31.1802,-0.8005,-0.5963
31.0592,-1.3721,-0.5971
30.9285,3.7284,-0.5987
30.8414,-1.2304,-0.5976
30.795,8.2133,-0.5991
30.9638,-3.6633,-0.5952
31.0584,-1.2702,-0.5951
30.984,-3.0293,-0.5961
31.312,-1.6109,-0.5938
31.5378,4.8369,-0.5945
31.3641,-3.9125,-0.5962
31.102,0.6432,-0.5912
30.9106,-4.3817,-0.5933
30.7728,4.9148,-0.5964
30.5979,0.0469,-0.5937
30.4329,-0.7643,-0.5969
30.285,5.6242,-0.5984
30.1638,-4.1235,-0.5987
30.0851,-0.1604,-0.598
30.2257,-1.9117,-0.599
30.8365,3.6525,-0.599
32.3056,-1.6747,-0.5942
33.2094,-3.6772,-0.5991
32.8836,5.3326,-0.6016
32.3211,-3.11,-0.5999
31.8913,-2.1707,-0.5991
31.6172,-0.8803,-0.5959
31.6475,2.7213,-0.5989
31.6702,0.1408,-0.5989
31.4284,5.6566,-0.6009
31.2387,-2.0222,-0.5981
31.1449,2.9422,-0.595
31.0832,-3.1055,-0.5945
31.1963,4.7673,-0.5981
31.4409,-3.0941,-0.5974
31.9124,-2.7079,-0.5963
32.2682,-1.5326,-0.5968
32.1027,0.5072,-0.5968
31.7494,4.128,-0.5965
31.4416,-3.0864,-0.596
31.3648,2.4081,-0.5983
31.6038,-3.501,-0.5947
32.8532,1.1915,-0.5974
34.1652,-2.5802,-0.5966
33.9884,-2.0792,-0.5985
33.3952,-1.2981,-0.5953
32.9256,3.1758,-0.5934
32.6732,0.0029,-0.5936
33.0359,-0.5423,-0.5959
33.1781,1.5265,-0.5986
33.1697,-0.4052,-0.596
33.054,-1.9157,-0.5982
33.7113,1.0613,-0.602
34.539,-2.1239,-0.6003
34.1336,-0.6931,-0.5992
33.6241,1.0966,-0.5986
33.2124,-0.0132,-0.5992
32.9065,-1.6533,-0.5968
32.6955,5.7602,-0.5976
32.6559,-0.4631,-0.5999
32.6468,-8.9854,-0.6024
32.4933,9.7763,-0.5996
32.4056,-1.788,-0.5989
33.2217,3.028,-0.5997
34.1401,-4.8567,-0.5997
33.9483,-3.6172,-0.5992
33.7881,1.6041,-0.5979
33.6213,-0.6404,-0.5998
33.4673,-1.1283,-0.6003
33.3485,1.4918,-0.5993
33.1341,0.2445,-0.603
33.5069,3.2771,-0.6042
34.8453,-0.8902,-0.6044
35.143,-1.7317,-0.6053
35.1013,0.1497,-0.607
35.2757,4.0807,-0.6042
34.9454,-3.0054,-0.6031
34.4683,1.3368,-0.6036
34.0026,-0.6871,-0.6039
33.5968,-1.2501,-0.6055
33.2819,4.0053,-0.6058
33.0921,1.4273,-0.6042
33.0182,-1.2977,-0.605
32.9879,-1.2724,-0.604
32.95,4.5409,-0.6039
32.8098,2.5414,-0.6035
32.6903,-5.0791,-0.6081
32.8409,3.7742,-0.6058
33.2793,-3.7992,-0.6067
33.7071,-0.826,-0.6049
34.7736,4.9385,-0.6022
34.8416,-0.9456,-0.6011
35.6968,-0.9801,-0.6047
35.8376,-2.1935,-0.6036
37.1596,2.6029,-0.6063
38.7971,-2.8126,-0.601
38.8119,-2.2824,-0.6039
38.2789,2.0479,-0.6026
38.5625,-0.4379,-0.604
38.514,0.9727,-0.6044
37.5398,-0.0403,-0.6018
36.7215,3.5717,-0.6038
36.859,-1.4326,-0.6033
37.8186,-0.5266,-0.604
37.8245,-3.7802,-0.5713
37.1414,-2.3166,-0.6026
37.0661,3.5622,-0.6163
38.0478,0.093,-0.6298
38.6742,-0.6368,-0.6321
38.474,-1.2333,-0.6331
38.3375,0.6555,-0.6284
38.0022,4.7947,-0.6274
37.8152,-2.1171,-0.625
38.1235,-0.6707,-0.6282
37.83,-0.508,-0.631
37.2929,-1.466,-0.6328
37.5127,3.8671,-0.6355
37.5888,-1.0457,-0.6349
37.35,-1.0143,-0.6365
37.6898,4.0616,-0.6357
37.6588,0.6175,-0.6362
37.1735,-1.1024,-0.6348
36.6806,-2.2223,-0.6338
36.3042,1.4726,-0.6336
36.0524,-2.0573,-0.6337
35.8113,-0.7933,-0.6328
35.6441,5.0033,-0.6342
35.8139,-0.3653,-0.6343
35.8236,-3.8073,-0.6348
35.7858,1.6973,-0.6341
35.6319,3.231,-0.6357
35.4205,-6.7722,-0.6372
36.3358,18.1242,-0.6344
39.0543,-4.5821,-0.631
39.2888,-5.1978,-0.6339
39.8292,0.1651,-0.6353
39.6676,-7.384,-0.6351
38.8841,-1.8083,-0.6358
38.3063,2.9928,-0.6344
38.952,-0.8042,-0.6308
40.3425,-1.709,-0.6297
40.9117,4.4305,-0.6293
40.9588,-0.9709,-0.6317
40.9588,2.2412,-0.6303
40.9588,-1.6673,-0.6317
40.9588,2.1701,-0.6296
40.9588,-1.3723,-0.6288
40.9588,2.3629,-0.6286
40.9588,-1.5577,-0.6298
40.8948,-2.5717,-0.6317
40.2215,2.0508,-0.6296
39.5123,-1.6162,-0.5888
39.2552,-3.0667,-0.6322
39.9135,-0.4568,-0.6461
40.5996,0.1131,-0.6537
40.9588,-0.049,-0.655
40.9051,5.7234,-0.6571
40.5755,1.2749,-0.6552
40.29,0.8148,-0.6574
40.0648,-1.4627,-0.6562
39.7235,-2.3893,-0.6548
39.4238,3.177,-0.6557
39.9693,-0.1936,-0.6514
40.1199,-3.1214,-0.654
39.8303,3.461,-0.6533
40.5556,-1.3376,-0.6537
40.9588,0.5573,-0.6582
40.9588,-1.4984,-0.6534
40.9588,1.5274,-0.6557
40.8836,0.003,-0.6522
40.2707,-1.6847,-0.6558
39.8174,-0.8241,-0.6555
40.2245,2.9371,-0.6568
40.2041,-1.7695,-0.6584
39.8349,-1.2956,-0.6541
39.4795,1.7441,-0.6552
39.0791,0.4619,-0.6572
38.9297,-9.0475,-0.6505
39.4994,6.4219,-0.6546
40.2068,-1.8836,-0.6537
40.9498,-3.2009,-0.6545
40.9588,4.4991,-0.656
40.9588,0.3382,-0.6576
40.9588,-1.0946,-0.6587
40.9588,2.4209,-0.6581
40.9588,-0.8251,-0.6595
40.9588,9.8442,-0.6568
40.9311,2.1923,-0.6585
40.2404,-6.9266,-0.6602
40.1662,1.7501,-0.657
40.7023,-7.1093,-0.6612
40.8578,3.8874,-0.6577
40.9588,-6.2216,-0.6321
40.9588,2.4351,-0.677
40.9588,-1.1978,-0.6917
40.9588,6.0112,-0.6912
40.9588,1.2264,-0.692
40.9588,-2.4678,-0.6898
40.9588,2.0223,-0.6853
40.9588,1.4521,-0.686
40.9588,0.2038,-0.6868
40.9588,-1.8435,-0.6862
40.9588,-1.5081,-0.6884
40.9588,3.098,-0.6921
40.9588,0.7042,-0.6956
40.9588,0.2072,-0.6929
40.9588,-2.4451,-0.6943
40.9588,-1.4574,-0.6909
40.9588,5.1217,-0.6915
40.9588,-1.2111,-0.6936
40.9588,-1.5095,-0.6935
40.9588,-1.4067,-0.6979
40.9588,-0.7728,-0.692
40.9588,-0.6427,-0.6906
40.9588,0.0019,-0.6878
40.9588,2.0412,-0.6883
40.9588,4.5341,-0.6842
40.9588,-1.4969,-0.6845
40.9588,4.235,-0.6861
40.9293,-5.2671,-0.6871
40.9354,-1.5729,-0.6882
40.9588,4.4806,-0.6889
40.9588,-4.2324,-0.6864
40.9588,-2.4159,-0.692
40.9588,-1.959,-0.6902
40.9588,-2.2691,-0.6879
40.9588,2.4664,-0.6882
40.9588,-0.2721,-0.6867
40.9588,0.9265,-0.6861
40.9588,-0.8819,-0.6852
40.9588,3.9405,-0.6862
40.9588,-0.6198,-0.685
40.9588,-2.0821,-0.6856
40.9588,0.7836,-0.6856
40.9588,2.568,-0.6874
40.9588,-5.7525,-0.6879
40.9588,-4.6766,-0.6857
40.9588,0.2588,-0.684
40.9588,7.4869,-0.6837
40.9588,9.1042,-0.684
40.9588,-10.5779,-0.6832
40.9588,0.5034,-0.6827
40.9588,-3.3015,-0.6836
40.9588,-2.6098,-0.6773
40.9588,-0.6521,-0.6792
40.9588,-3.4519,-0.6814
40.9588,-20.3035,-0.6854
40.9588,19.07,-0.6885
40.9588,2.3063,-0.6847
40.9588,1.6821,-0.6854
40.9588,-7.4384,-0.6729
40.9588,6.1634,-0.6902
40.9588,-1.9078,-0.7156
40.9588,-2.4803,-0.7147
40.9588,-1.0626,-0.7176
40.9588,0.6151,-0.717
40.9588,-2.5065,-0.7211
40.9588,2.4341,-0.7196
40.9588,3.6488,-0.7183
40.9588,-0.6366,-0.718
40.9588,-2.6286,-0.717
40.9588,-0.3494,-0.718
40.9588,0.4927,-0.7159
40.9588,-0.6595,-0.7165
40.9588,2.2315,-0.7135
40.9588,-0.5464,-0.7155
40.9588,-1.3201,-0.7208
40.9588,1.1126,-0.7146
40.9588,-0.1777,-0.7162
40.9588,-1.5041,-0.7149
40.9588,-0.8615,-0.7153
40.9588,2.3377,-0.7177
40.9588,-0.2176,-0.7191
40.9588,-0.0255,-0.7177
40.9588,3.6936,-0.7178
40.9588,-0.882,-0.7199
40.9588,-1.9937,-0.7206
40.9588,-0.2024,-0.7184
40.9588,0.9611,-0.7172
40.9588,-1.3076,-0.7187
40.9588,-3.484,-0.7223
40.9588,2.3731,-0.7181
40.9588,-0.1435,-0.7186
40.9588,-1.7849,-0.7053
40.9588,1.8748,-0.6998
40.9588,-1.0528,-0.7842
40.9588,-1.0983,-0.7909
40.9588,2.8641,-0.7972
40.9588,-1.0671,-0.8072
40.9588,-1.6005,-0.8063
40.9588,1.9173,-0.8075
40.9588,-1.2816,-0.8029
40.9588,0.0249,-0.8025
40.9588,1.3645,-0.8006
40.9588,0.3261,-0.8018
40.9588,-0.779,-0.8029
40.9588,2.745,-0.8047
40.9588,-0.301,-0.8004
40.9588,-2.0788,-0.8011
40.9588,3.0761,-0.8011
40.9588,-2.0253,-0.8013
40.9588,-1.5632,-0.8068
40.9588,1.2198,-0.8057
40.9588,-0.5157,-0.8024
40.9588,-1.599,-0.8037
40.9588,1.9703,-0.8069
40.9588,-3.6968,-0.8058
40.9588,-0.8747,-0.8042
40.9588,-1.4676,-0.8038
40.9588,3.0523,-0.8072
40.9588,-2.0856,-0.8068
40.9588,1.4235,-0.8052
40.9588,2.1561,-0.8079
40.9588,-1.6934,-0.8066
40.9588,-1.9915,-0.8045
40.9588,1.1243,-0.8036
40.9588,-0.6548,-0.8059
40.9588,0.2642,-0.8077
40.9588,-0.2556,-0.8044
40.9588,-0.6524,-0.8059
40.9588,1.5978,-0.8064
40.9588,-0.1851,-0.807
40.9588,-1.0048,-0.8072
40.9588,2.5781,-0.806
40.9588,0.8655,-0.8104
40.9588,-2.2043,-0.8054
40.9588,0.1824,-0.7891
40.9588,-1.3712,-0.8427
40.9588,1.3766,-0.8522
40.9588,-0.8205,-0.8542
40.9588,-1.179,-0.8521
40.9588,1.3434,-0.8484
40.9588,0.0807,-0.8487
40.9588,-1.461,-0.8469
40.9588,1.3609,-0.8451
40.9588,0.3788,-0.8483
40.9588,2.308,-0.8494
40.9588,0.1675,-0.8493
40.9588,-0.7447,-0.853
40.9588,-0.6659,-0.8481
40.9588,-0.6425,-0.846
40.9588,-0.3575,-0.852
40.9588,0.1978,-0.8547
40.9588,3.7307,-0.8511
40.9588,-0.3411,-0.8511
40.9588,0.2426,-0.852
40.9588,-1.9818,-0.8515
40.9588,15.1514,-0.8459
40.9588,-15.5113,-0.8486
40.9588,-1.733,-0.8438
40.9588,-2.614,-0.8431
40.9588,1.511,-0.8448
40.9588,-2.2523,-0.8438
40.9588,-2.2123,-0.8437
40.9588,-0.6945,-0.8429
40.9588,1.0737,-0.8457
40.9588,11.5054,-0.8461
40.9588,-8.586,-0.8443
40.9588,2.0496,-0.8426
40.9588,-2.6643,-0.8422
40.9588,-0.4495,-0.8402
40.9588,-0.5763,-0.8428
40.9588,-2.1434,-0.8423
20.4794,2.0686,-0.8539
20.4794,-0.0561,-0.8537
20.4794,-1.361,-0.8539
20.4794,21.6764,-0.8503
40.9588,-3.8593,-0.8577
40.9588,3.2677,-0.8537
40.9588,-3.1603,-0.8582
40.9588,-0.3032,-0.8531
40.9588,0.9557,-0.8527
40.9588,2.7518,-0.8529
40.9588,-1.0613,-0.8527
40.9588,1.6888,-0.8509
40.9588,-0.4855,-0.8572
40.9588,1.7125,-0.8589
40.9588,-0.675,-0.861
40.9588,-0.7823,-0.8607
40.9588,2.3423,-0.8572
40.9588,-1.024,-0.8554
40.9588,-0.2903,-0.8513
40.9588,-0.7021,-0.8554
40.9588,0.1542,-0.8543
40.9588,4.8366,-0.8509
40.9588,0.6364,-0.8508
40.9588,-3.4929,-0.8547
40.9588,-1.6536,-0.8537
40.9588,-2.7748,-0.8551
40.9588,-0.4946,-0.857
40.9588,0.6331,-0.8554
40.9588,1.009,-0.8558
40.9588,-0.1038,-0.8532
40.9588,-0.6211,-0.8525
40.9588,-1.2993,-0.8516
40.9588,-0.4283,-0.8508
40.9588,2.9965,-0.8518
40.9588,-0.616,-0.8517
40.9588,0.2291,-0.8503
40.9588,-0.3429,-0.8542
40.9588,-0.8915,-0.8527
40.9588,-1.0193,-0.8503
40.9588,-0.3908,-0.8529
40.9588,2.0551,-0.85
40.9588,-0.3931,-0.8498
40.9588,0.6542,-0.849
40.9588,-0.6433,-0.8488
40.9588,-0.4513,-0.8499
40.9588,-1.08,-0.8503
40.9588,-1.2882,-0.8465
40.9588,1.2468,-0.8472
40.9588,-2.713,-0.847
40.9588,0.246,-0.8466
40.9588,0.106,-0.8479
40.9588,0.7794,-0.849
40.9588,1.0168,-0.8405
40.9588,0.8968,-0.8468
40.9588,2.4114,-0.8475
40.9588,1.7311,-0.8498
40.9588,-2.1497,-0.8494
40.9588,-1.384,-0.8535
40.9588,2.0116,-0.8548
40.9588,-0.0429,-0.8506
40.9588,-0.5072,-0.85
40.9588,1.9203,-0.8521
40.9588,-1.449,-0.8485
40.9588,-0.417,-0.8528
40.9588,2.3078,-0.8534
40.9588,-0.1166,-0.8517
40.9588,-1.0569,-0.8533
40.9588,2.9257,-0.8521
40.9588,-0.8843,-0.8523
40.9588,-1.312,-0.8541
40.9588,2.9567,-0.8562
40.9588,-2.5919,-0.8544
40.9588,-1.4632,-0.8519
40.9588,0.74,-0.8508
40.9588,0.3184,-0.8554
40.9588,-0.3099,-0.853
40.9588,-0.2964,-0.8551
40.9588,2.4007,-0.8579
40.9588,0.5666,-0.8537
40.9588,2.0258,-0.8549
40.9588,-2.6273,-0.8588
40.9588,-2.1746,-0.8562
40.9588,-2.2229,-0.8568
40.9588,-1.4133,-0.8563
40.9588,1.2946,-0.854
40.9588,-0.7871,-0.8553
40.9588,-1.067,-0.8546
40.9588,1.297,-0.8563
40.9588,-0.0435,-0.8591
40.9588,-1.9309,-0.8551
40.9588,0.2608,-0.8533
40.9588,-0.5816,-0.8556
40.9588,-0.6772,-0.8545
40.9588,0.6202,-0.8582
40.9588,0.0852,-0.8592
40.9588,-1.9894,-0.855
40.9588,1.9018,-0.8513
40.9588,-0.7602,-0.8589
40.9588,0.1205,-0.859
40.9588,1.1366,-0.8598
40.9588,1.0179,-0.8571
40.9588,-1.4356,-0.8607
40.9588,1.0357,-0.8593
40.9588,-1.6678,-0.8617
40.9588,-0.5,-0.8549
40.9588,0.4242,-0.8511
40.9588,-3.1143,-0.857
40.9588,1.4325,-0.8527
40.9588,3.1012,-0.8532
40.9588,0.8841,-0.8559
40.9588,-1.6828,-0.8572
40.9588,-1.2686,-0.8546
40.9588,0.757,-0.8543
40.9588,0.4267,-0.8499
40.9588,0.5984,-0.8508
40.9588,1.946,-0.849
40.9588,0.1119,-0.8539
40.9588,1.6745,-0.8535
40.9588,-0.0359,-0.853
40.9588,0.4238,-0.8485
40.9588,-2.3531,-0.8524
40.9588,3.1269,-0.8528
40.9588,-3.1227,-0.8484
40.9588,1.4567,-0.8501
40.9588,-2.0309,-0.8517
40.9588,2.4442,-0.8535
40.9588,-2.977,-0.858
40.9588,1.1364,-0.8572
40.9588,1.5816,-0.8575
40.9588,1.9268,-0.8571
40.9588,-1.3405,-0.8563
40.9588,-2.7751,-0.8561
40.9588,-0.7288,-0.8577
40.9588,1.3497,-0.8545
40.9588,-1.8799,-0.8509
40.9588,0.7862,-0.8485
40.9588,-0.676,-0.8516
40.9588,-0.2972,-0.8558
40.9588,2.486,-0.8556
40.9588,-0.8915,-0.8549
40.9588,-2.4574,-0.854
40.9588,1.8061,-0.8552
40.9588,-1.6723,-0.8583
40.9588,-1.3046,-0.8533
40.9588,1.7559,-0.8566
40.9588,-0.1197,-0.8527
40.9588,-0.0747,-0.8538
40.9588,4.4732,-0.8845
40.9588,-0.6342,-0.9006
40.9588,-3.0646,-0.8984
