"Time","GSR","BP","VAS"
375,25.1936,0.1221,-0.0264
376,25.5209,0.4161,-0.0273
377,25.6981,-0.9142,-0.0278
378,25.5387,-0.7971,-0.026
379,25.4179,0.2429,-0.0255
380,25.4442,0.0872,-0.0281
381,25.2763,-0.203,-0.0246
382,25.5537,-0.8864,-0.0271
383,27.1302,-0.5042,-0.0238
384,27.0134,-0.0258,-0.024
385,26.0444,-0.6236,-0.0257
386,25.2412,-0.516,-0.0222
387,25.4432,0.3182,-0.0252
388,25.9663,0.2068,-0.0223
389,26.4151,-0.6337,-0.0265
390,26.4193,-0.012,-0.0234
391,25.6957,0.0575,-0.0235
392,25.0785,-0.26,-0.0269
393,24.6382,-0.6807,-0.0233
394,24.3263,-0.2377,-0.0271
395,24.1166,-0.0796,-0.0229
396,24.2846,-0.5448,-0.0244
397,25.0377,-0.324,-0.0248
398,25.3575,-0.3345,-0.0243
399,25.2674,-0.2115,-0.0236
400,26.1688,-0.3698,-0.0239
401,25.7495,-0.4833,-0.0274
402,25.0639,0.0137,-0.0214
403,24.8621,0.2214,-0.0267
404,24.3136,-0.3605,-0.0212
405,23.7031,-0.4388,-0.0248
406,23.2987,0.3056,-0.0228
407,23.3635,-0.0225,-0.0245
408,24.6636,-0.6752,-0.023
409,25.2416,-0.2441,-0.026
410,24.9097,-0.0444,-0.0245
411,24.5919,-0.4206,-0.0271
412,24.0191,0.0488,-0.0243
413,23.7171,-0.0927,-0.0238
414,24.1897,0.4502,-0.0238
415,26.9563,-0.9104,-0.024
416,25.174,1.6223,-0.0218
417,24.4851,-1.9966,-0.0274
418,25.4493,-0.2038,-0.0269
419,26.356,-0.8267,-0.0261
420,27.8036,0.3963,-0.0241
421,28.4759,0.3509,-0.0236
422,28.8859,-0.9526,-0.0246
423,29.3358,0.2767,-0.0217
424,30.2792,-0.1871,-0.0249
425,31.1594,-0.1801,-0.0268
426,31.4584,-0.8539,-0.0224
427,31.4552,-0.4526,-0.0246
428,31.1457,-0.2445,-0.0235
429,31.2409,-0.2893,-0.0227
430,31.8546,-0.2788,-0.0245
431,31.6834,-0.0141,-0.0218
432,31.2435,-0.1261,-0.0229
433,30.971,-0.6665,-0.0284
434,31.2542,-0.3328,-0.0229
435,31.8818,0.2752,-0.0239
436,32.0825,-0.3271,-0.0241
437,32.0456,-0.4967,-0.0275
438,31.598,-0.3139,-0.0248
439,31.1948,-0.0629,-0.0272
440,31.2999,-0.4872,-0.0239
441,31.1301,-0.1956,-0.0237
442,30.7635,0.5305,-0.025
443,31.1833,-0.1003,-0.0244
444,31.8983,-0.5124,-0.0275
445,31.2392,-0.3382,-0.0275
446,30.569,-1.114,-0.0277
447,30.7956,-0.6379,-0.0299
448,31.0567,-0.2598,-0.0265
449,30.5512,-0.4428,-0.0281
450,30.3903,2.6354,-0.0284
451,29.4919,-0.6383,-0.0243
452,28.1804,-0.4095,-0.0264
453,28.412,0.2298,-0.0262
454,30.6799,-0.7019,-0.0265
455,30.4548,-1.9118,-0.0255
456,28.4347,-2.0062,-0.0271
457,28.1643,-0.2994,-0.0241
458,29.3855,-0.5524,-0.0263
459,29.4108,-0.3545,-0.0257
460,29.6832,-0.2025,-0.0239
461,29.7323,-0.3167,-0.0281
462,29.704,-0.4853,-0.0271
463,30.1336,0.2106,-0.0262
464,30.4628,0.2114,-0.0239
465,30.8237,-0.1075,-0.025
466,30.6479,-0.614,-0.0255
467,30.8309,-0.2696,-0.0256
468,31.319,0.1632,-0.0237
469,31.6598,-0.2687,-0.0238
470,31.5655,-0.4224,-0.0278
471,31.4499,-0.3343,-0.0271
472,31.4412,-0.1535,-0.0241
473,31.768,-0.315,-0.0315
474,32.0427,-0.5591,-0.0255
475,31.8902,-0.6804,-0.0235
476,32.4409,-0.4523,-0.0289
477,33.1754,-0.4118,-0.0266
478,33.3014,0.0755,-0.0278
479,33.8576,0.1645,-0.0272
480,34.0243,0.3107,0.0651
481,34.0691,0.1846,-0.4106
482,33.8988,-0.7155,-0.5433
483,33.5372,-0.7445,-0.5422
484,33.6119,0.0574,-0.538
485,34.896,0.1569,-0.5396
486,35.4427,-0.0733,-0.5423
487,35.0378,-0.4298,-0.5423
488,35.1242,-0.6886,-0.5354
489,35.2915,-0.1027,-0.5349
490,34.6518,0.2025,-0.538
491,34.6494,2.6184,-0.5441
492,32.8378,16.9222,-0.5367
493,28.0142,-11.9563,-0.5382
494,26.5317,-0.7687,-0.5385
495,26.2165,-1.2083,-0.5371
496,25.3159,-0.8385,-0.5381
497,24.8875,-0.048,-0.5378
498,25.0512,-0.4017,-0.5404
499,26.2343,-0.5107,-0.5404
500,26.4544,-0.3488,-0.5382
501,25.9044,-0.2516,-0.5354
502,25.759,-0.007,-0.5371
503,25.7376,0.3663,-0.5342
504,26.0248,1.5824,-0.539
505,25.904,-1.3237,-0.5361
506,25.9003,0.0449,-0.5347
507,26.5273,-0.2158,-0.5371
508,27.4802,-0.2125,-0.5389
509,27.8195,-0.722,-0.5389
510,27.4622,-0.8563,-0.5386
511,27.1217,-0.4704,-0.5391
512,27.8918,-0.4877,-0.5375
513,28.5211,-0.2893,-0.5374
514,28.384,-0.0603,-0.534
515,28.2686,0.0431,-0.5387
516,28.1307,0.0644,-0.5381
517,28.7302,-0.3694,-0.537
518,30.1837,-0.6908,-0.536
519,30.1461,-0.2549,-0.5356
520,29.6035,-0.2361,-0.5377
521,29.3198,-0.4516,-0.5335
522,29.6261,-0.6466,-0.5374
523,29.942,-0.8473,-0.5355
524,30.2266,-0.8726,-0.5366
525,30.5369,-0.2247,-0.5353
526,30.5068,0.0453,-0.5323
527,30.9205,-0.1132,-0.5362
528,30.7417,-0.1886,-0.5318
529,30.0704,-0.3605,-0.537
530,29.7159,0.0829,-0.5351
531,30.3553,-0.1499,-0.534
532,31.0983,-0.2478,-0.5352
533,30.953,-0.0241,-0.533
534,33.4027,-0.0475,-0.5343
535,34.0035,-0.1788,-0.5161
536,31.699,-0.1182,-0.3481
537,29.9042,-0.286,-0.5599
538,29.7279,-0.4305,-0.5966
539,29.8679,0.689,-0.5943
540,30.2439,0.2107,-0.5925
541,30.2569,-0.1597,-0.59
542,30.5633,-0.3352,-0.5917
543,30.4983,0.2025,-0.5922
544,30.3622,0.4828,-0.5897
545,32.7855,-1.4967,-0.591
546,31.0772,-0.3906,-0.5903
547,30.4297,-0.9967,-0.5881
548,31.8832,-0.0799,-0.5909
549,31.5277,-0.2333,-0.588
550,31.2072,-1.6127,-0.5923
551,32.5943,0.6439,-0.5936
552,30.8042,-0.3519,-0.5936
553,30.9004,0.2548,-0.5911
554,31.3003,-0.2273,-0.5908
555,31.6165,-0.5977,-0.5911
556,31.492,-0.2227,-0.5901
557,31.1058,0.0986,-0.593
558,30.9538,-0.413,-0.5925
559,31.0616,0.0586,-0.5899
560,31.0167,-1.0354,-0.5896
561,31.0204,-0.9792,-0.587
562,31.233,-0.5965,-0.5867
563,31.0592,-0.2658,-0.5906
564,30.9197,0.1506,-0.5907
565,30.7417,-0.0498,-0.5902
566,31.0017,0.2211,-0.5927
567,31.0792,0.3017,-0.5892
568,28.4414,0.0103,-0.5925
569,27.2255,0.3186,-0.5901
570,26.779,0.0725,-0.5926
571,26.6706,4.8638,-0.59
572,27.557,5.9056,-0.5902
573,27.2086,-1.392,-0.5893
574,27.8561,-1.2837,-0.5895
575,27.6051,-0.1577,-0.5858
576,26.3684,-0.5865,-0.5936
577,25.0991,0.0269,-0.592
578,24.2751,-0.2858,-0.5907
579,23.4964,0.2532,-0.5922
580,22.7715,0.1297,-0.5904
581,22.5656,-0.4892,-0.59
582,22.4777,-0.5804,-0.5928
583,22.0955,0.1859,-0.5866
584,21.9716,-0.6105,-0.5924
585,20.3711,-0.3305,-0.588
586,20.4716,0.0378,-0.5891
587,20.6819,0.0573,-0.5887
588,19.205,-0.5552,-0.5858
589,24.4287,0.5935,-0.5924
590,20.788,8.8893,-0.5906
591,19.1568,1.0386,-0.588
592,21.754,-0.4525,-0.589
593,22.1152,-0.8916,-0.5857
594,20.9697,-1.0753,-0.5888
595,20.4934,0.2458,-0.589
596,20.0568,0.175,-0.5889
597,20.2412,0.0303,-0.5908
598,19.986,-0.1186,-0.5892
599,19.292,-0.3038,-0.586
600,19.5679,-1.6731,-0.5884
601,19.4171,1.07,-0.5829
602,18.4946,8.3064,-0.5873
603,18.0373,-1.3144,-0.5895
604,17.7839,-0.8507,-0.585
605,17.374,-1.1729,-0.5882
606,17.1887,-1.0278,-0.5878
607,17.0857,-0.2925,-0.5867
608,16.7506,-0.2536,-0.5876
609,16.3451,0.2035,-0.586
610,16.0272,0.094,-0.588
611,16.4828,-0.3333,-0.5889
612,18.3639,-0.2482,-0.5918
613,18.2927,-0.5846,-0.5925
614,17.1957,-0.6626,-0.5894
615,16.4117,-0.2529,-0.5882
616,16.0332,-0.9606,-0.5873
617,15.895,-0.4144,-0.5852
618,15.7941,-0.6289,-0.5897
619,15.5623,0.3849,-0.587
620,15.3557,-0.8076,-0.5905
621,15.1591,0.0057,-0.5891
622,15.3591,0.3552,-0.5889
623,16.6003,-0.9968,-0.5875
624,16.7489,-0.8122,-0.5895
625,16.3794,0.1593,-0.5873
626,16.3361,-1.1919,-0.5916
627,16.3595,0.0722,-0.5869
628,16.0864,-0.0458,-0.5913
629,15.8242,-0.703,-0.5901
630,15.6446,-1.0777,-0.5884
631,15.3345,0.902,-0.5922
632,15.0909,-1.1385,-0.5908
633,15.2573,-0.3006,-0.5877
634,15.8643,-1.1658,-0.5894
635,16.0705,-0.3388,-0.5903
636,16.4893,-0.4853,-0.5911
637,16.5621,0.3999,-0.5915
638,16.0665,0.6931,-0.589
639,15.5693,-0.4443,-0.5898
640,15.1465,0.831,-0.591
641,14.9923,-1.995,-0.5921
642,16.0315,-0.307,-0.5904
643,16.5687,-0.0668,-0.5916
644,15.8984,0.025,-0.5906
645,14.8736,-0.4094,-0.5907
646,14.2636,0.6155,-0.5915
647,14.0235,-0.2532,-0.5879
648,13.987,-0.1666,-0.5857
649,14.1356,-0.1568,-0.5885
650,14.1568,0.0311,-0.5848
651,14.0834,-0.9489,-0.5885
652,14.1351,-0.7877,-0.5882
653,15.0513,0.5679,-0.5895
654,16.4736,-0.1871,-0.5894
655,15.9705,-0.8803,-0.588
656,15.1968,-1.1468,-0.5862
657,14.9282,0.1289,-0.5881
658,15.1375,-1.0332,-0.5899
659,15.0743,-1.0682,-0.5866
660,14.7924,0.3361,-0.5914
661,15.298,-0.2089,-0.5928
662,16.8107,0.3731,-0.5899
663,17.1491,1.6521,-0.4627
664,16.785,-0.1297,-0.0798
665,16.3662,-0.1843,-0.0272
666,16.5805,-0.4927,-0.0241
667,16.7531,-0.6729,-0.0275
668,16.7989,0.3177,-0.0225
669,17.1938,0.4869,-0.023
670,17.7136,-0.8653,-0.0203
671,17.6275,-0.852,-0.0213
672,17.287,-0.7088,-0.0233
673,17.2188,-1.0108,-0.0232
674,17.0954,-0.1462,-0.0225
675,17.0471,-0.415,-0.0224
676,17.6072,-1.2039,-0.0233
677,18.2596,-0.4698,-0.0246
678,17.9324,-0.2333,-0.0254
679,17.4792,0.643,-0.0231
680,17.9587,-0.0599,-0.0229
681,18.4289,-1.3778,-0.0227
682,18.0348,-0.4251,-0.0224
683,17.298,-0.1952,-0.0238
684,16.9275,0.1098,-0.0216
685,16.7435,-1.2968,-0.024
686,16.5706,-0.4176,-0.0233
687,17.1369,0.154,-0.0238
688,17.8402,-0.7073,-0.0208
689,17.5023,-1.3804,-0.0232
690,16.9927,-1.5901,-0.0206
691,16.7658,-0.8822,-0.0201
692,16.6405,0.6036,-0.0225
693,16.4196,-13.977,-0.0222
694,16.3683,-13.2738,-0.0209
695,16.3503,0.141,-0.0205
696,15.9374,3.5199,-0.0246
697,16.339,-3.3303,-0.0228
698,5.8019,0.0728,-0.0198
699,-25.6216,1.328,-0.0172
700,-6.4062,-0.27,-0.0188
701,2.311,0.0318,-0.0206
702,8.0276,-0.2502,-0.0234
703,11.2835,-0.2786,-0.0207
704,13.683,-0.0903,-0.0192
705,13.1031,-1.6288,-0.0251
706,18.3915,-0.535,-0.0249
707,20.7479,-1.1318,-0.0235
708,21.8697,-0.9295,-0.0251
709,23.8344,0.6201,-0.0256
710,22.483,-0.1278,-0.0219
711,22.1315,-1.4562,-0.026
712,22.9882,-0.2508,-0.0255
713,23.183,-0.5143,-0.0243
714,23.0238,-0.8287,-0.0237
715,22.7339,-0.4199,-0.0241
716,22.7006,-0.7185,-0.0261
717,22.824,-2.8454,-0.0264
718,22.574,1.4842,-0.0247
719,23.7181,0.1438,-0.0258
720,26.6269,0.217,-0.0223
721,25.1887,-1.0149,-0.0236
722,24.6075,-0.0988,-0.0234
723,25.5655,0.2165,-0.021
724,25.9481,-1.9608,-0.0265
725,26.6821,-0.6273,-0.0227
726,28.1827,-0.3629,-0.0258
727,28.6603,0.1539,-0.0212
728,28.1413,0.2828,-0.025
729,27.351,0.4037,-0.0203
730,27.9591,-0.233,-0.0224
731,28.4208,-1.4055,-0.025
732,29.4228,-1.3842,-0.0254
733,31.0197,-0.4669,-0.0238
734,30.4265,1.715,-0.0215
735,29.254,1.1648,-0.0281
736,28.93,1.4187,-0.0261
737,29.532,-2.0151,-0.0225
738,29.5659,-0.5468,-0.0252
739,27.9818,-0.313,-0.023
740,25.4604,0.1729,-0.0252
741,24.9708,-0.01,-0.0223
742,24.3906,0.3387,-0.024
743,23.5615,0.056,-0.0199
744,23.342,-1.1143,-0.0227
745,23.3123,0.8434,-0.0221
746,22.9248,-1.1291,-0.0194
747,22.5145,-1.5677,-0.0232
748,23.4638,0.0025,-0.0243
749,23.4505,-0.2712,-0.0246
750,22.9851,-0.8113,-0.0251
751,22.3996,0.026,-0.0235
752,28.2397,-8.502,-0.026
753,32.2931,0.0303,-0.0245
754,27.2947,-0.7277,-0.0221
755,24.5281,-0.7165,-0.0253
756,22.7573,-0.568,-0.0237
757,21.7895,-0.6259,-0.0244
758,21.8359,1.5111,-0.0247
759,21.9193,-0.5476,-0.0232
760,21.0637,0.2358,-0.0225
761,20.3282,-1.4845,-0.0243
762,19.9789,-0.204,-0.0244
763,19.7583,0.3557,-0.0218
764,19.6869,0.562,-0.0216
765,19.4016,-1.2403,-0.0216
766,18.9,-0.1275,-0.0215
