14.0152	-4.12781	
13.9832	3.74146	
13.9511	-3.05725	
13.9389	2.13989	
13.9191	-1.01196	
13.9359	-0.0991821	
13.9297	1.25854	
13.9389	-2.27173	
13.9542	3.18054	
14.0289	-3.79791	
14.1006	4.21631	
14.1754	-4.22852	
14.2319	3.99139	
14.2715	-3.38776	
14.3143	2.64099	
14.3478	-1.5686	
14.4012	0.469666	
14.4272	0.71228	
14.4928	-1.77094	
14.5218	2.77893	
14.5752	-3.52173	
14.6057	4.07684	
14.6545	-4.25659	
14.6835	4.13849	
14.6912	-3.69629	
14.6942	3.03925	
14.6744	-2.0813	
14.6683	1.00739	
14.6271	0.172424	
14.6317	-1.27502	
14.592	2.3465	
14.5645	-3.20496	
14.5172	3.86749	
14.4897	-4.21173	
14.444	4.22699	
14.4028	-3.92365	
14.3524	3.39233	
14.296	-2.53876	
14.27	1.54572	
14.2334	-0.365906	
14.2227	-0.766907	
14.1983	1.8512	
14.1937	-2.80548	
14.1479	3.60138	
14.1174	-4.07135	
14.0671	4.27063	
14.0167	-4.09637	
13.9709	3.68713	
13.9328	-2.9837	
13.916	2.0816	
13.8824	-0.957947	
13.8824	-0.160828	
13.8596	1.31592	
13.8794	-2.33826	
13.8885	3.2193	
13.9572	-3.86292	
14.0152	4.216	
14.1052	-4.20135	
14.1953	3.94379	
14.2776	-3.38837	
14.3616	2.60529	
14.4135	-1.57806	
14.4745	0.478821	
14.4897	0.694275	
14.5203	-1.77124	
14.5126	2.73712	
14.5233	-3.5498	
14.4943	4.02985	
14.4836	-4.24469	
14.4485	4.13422	
14.4211	-3.76495	
14.4012	3.08838	
14.3539	-2.23297	
14.3295	1.20209	
14.27	-0.00671387	
14.2517	-1.05713	
14.1891	2.17072	
14.1754	-3.08624	
14.1235	3.68286	
14.1068	-4.18793	
14.09	4.16809	
14.0945	-4.06952	
14.1312	3.56995	
14.2746	-3.02216	
14.3066	1.92169	
14.3951	-0.841675	
14.5065	-0.30304	
14.5874	1.4093	
14.6744	-2.40967	
14.7095	3.28247	
14.7598	-3.83392	
14.772	4.19586	
14.7858	-4.18671	
14.7751	3.97247	
14.7751	-3.47321	
14.7461	2.63275	
14.7018	-1.67816	
14.6774	0.566101	
14.6225	0.552673	
14.595	-1.64825	
14.534	2.63214	
14.4989	-3.396	
14.4363	3.96088	
14.3951	-4.19128	
14.3478	4.17206	
14.2975	-3.83575	
14.2548	3.29712	
14.1907	-2.45056	
14.1541	1.4621	
14.0945	-0.331116	
14.0839	-0.779419	
14.0625	1.87347	
14.0991	-2.76459	
14.1342	3.54736	
14.2166	-4.00604	
14.2975	4.22546	
14.386	-4.10614	
14.476	3.77289	
14.5401	-3.1308	
14.6057	2.3114	
