"Participant","Illusory","Acupuncture","Correct","Real","Inaccurate","Lies","Date","Reiki","Injections","Actual","Truth","Time","Homeopathy","Block","Accurate","FlowerEssence","BlockTime","Fake","Surgery","Pills","Cream"
" 1903",663,"NA",12,621,917,"NA","18/01/2011","NA","NA",461,488," 10:30:25","NA","Block 4:",647.5,"NA"," 8137",825.5,"NA","NA","NA"
" 1903",915.666666667,2603,33,1099,685,1421,"18/01/2011",913,1931.66666667,1705,1567.5," 10:30:25",2032,"Block 5:",1252.5,1023," 55649",1514,2475,1424.25,1947.66666667
" 1911",1203,"NA",12,1143,1319,"NA","25/01/2011","NA","NA",1348.66666667,1700.25," 15:22:30","NA","Block 1:","NA","NA"," 16714",1101,"NA","NA","NA"
" 1911","NA","NA",11,"NA","NA","NA","25/01/2011",1007,1057.5,"NA","NA"," 15:22:30",3414,"Block 2:","NA",1130," 20322","NA",2930,1184.5,1806
" 1911","NA",3122.5,36,1247,1871,1065.6,"25/01/2011",1436,934,2088,"NA"," 15:22:30",1218.5,"Block 3:",1790,812," 56365","NA",1159.66666667,934.5,1655.33333333
" 1911",1692.66666667,"NA",12,"NA",1091,1509,"25/01/2011","NA","NA",645,735," 15:22:30","NA","Block 4:","NA","NA"," 13899",865.666666667,"NA","NA","NA"
" 1911",2081.5,2727.33333333,33,1702.5,1859.5,1389,"25/01/2011",1424,2132.25,"NA","NA"," 15:22:30",2299.66666667,"Block 5:",3055.2,921.333333333," 71623","NA",3041,1762.25,990
" 1923",851,"NA",12,551,992.5,"NA","18/03/2011","NA","NA",713,580," 12:33:28","NA","Block 1:",668,"NA"," 8428",574,"NA","NA","NA"
" 1923","NA",2007,11,"NA","NA","NA","18/03/2011",583,1294,"NA","NA"," 12:33:28",661.5,"Block 2:","NA",1304," 13103","NA",758,737,898
" 1923",624,1560,34,830,"NA",763,"18/03/2011",587.5,800.666666667,1113.8,916," 12:33:28",659,"Block 3:",822,781," 34217",618.666666667,691,1573,1015
" 1923",1207.5,"NA",12,"NA",1509,799.5,"18/03/2011","NA","NA",626,645," 12:33:28","NA","Block 4:",946,"NA"," 10672",666.5,"NA","NA","NA"
" 1923",722,806,33,1130.5,2947.66666667,2435.5,"18/03/2011",814,3503.25,755,"NA"," 12:33:28",4464.5,"Block 5:",1416.33333333,1220.4," 68170",949,1792,1676,1432
" 1956",1672,"NA",12,909,3773,1630.5,"16/02/2011","NA","NA","NA",970," 12:17:57","NA","Block 1:",1193,"NA"," 18017",1232.5,"NA","NA","NA"
" 1956","NA",1671,12,"NA","NA","NA","16/02/2011",916,950,"NA","NA"," 12:17:57",915.5,"Block 2:","NA",1129," 12876","NA",905,1655,956.333333333
" 1956",930,1014,36,"NA",1172,1269.25,"16/02/2011",909.2,931,1052.83333333,851," 12:17:57",967.333333333,"Block 3:",898,872," 36108","NA",900.666666667,1167.66666667,821
" 1956",996,"NA",12,799,1429,"NA","16/02/2011","NA","NA",1075.66666667,1105," 12:17:57","NA","Block 4:",795,"NA"," 11647",750.5,"NA","NA","NA"
" 1956",1546.5,"NA",34,1250,"NA",1656.66666667,"16/02/2011",1636.66666667,2127.5,1916,1409," 12:17:57","NA","Block 5:",1426,1250.5," 79716",1384.6,1083,3324,9334.33333333
" 1956",1094.5,"NA",12,"NA",904,"NA","30/03/2011","NA","NA",627.5,846," 15:41:01","NA","Block 1:",567,"NA"," 11034",1280.5,"NA","NA","NA"
" 19562","NA",1010.33333333,12,"NA","NA","NA","30/03/2011",929,2671,"NA","NA"," 15:41:01",1331,"Block 2:","NA",621," 12368","NA",636,705,757.5
" 19562",794,731,36,660,1026.5,799.333333333,"30/03/2011",770.5,789.333333333,986,795.333333333," 15:41:01",1169,"Block 3:",769,690," 30326",1308,754,717.5,"NA"
" 19562",893.5,"NA",12,1533,596.666666667,2512,"30/03/2011","NA","NA",947,616.5," 15:41:01","NA","Block 4:",627,"NA"," 11237",808,"NA","NA","NA"
" 19562",2571.5,1363.5,34,700.5,1293.66666667,1333,"30/03/2011",1412,844.666666667,963,808," 15:41:01",930,"Block 5:",1092,1108," 39892",715,610.5,931.75,1101
" 19563",569,"NA",12,648,684,"NA","11/04/2011","NA","NA",709.5,508," 13:15:28","NA","Block 1:","NA","NA"," 7573",479,"NA","NA","NA"
" 19563","NA",608,12,"NA","NA","NA","11/04/2011",565,610,"NA","NA"," 13:15:28",535,"Block 2:","NA",566," 8503","NA",1371,873.5,630.333333333
" 19563",1023.25,737.5,36,1224,965.666666667,702.333333333,"11/04/2011","NA","NA",941,1060.4," 13:15:28",571,"Block 3:",1130.5,675," 34431",782,1083.5,937,1086
" 19563",822.666666667,"NA",12,593,1188,690,"11/04/2011","NA","NA",1201,508," 13:15:28","NA","Block 4:",620,"NA"," 9664",888,"NA","NA","NA"
" 19563",932.5,973,36,1456.5,"NA",563.5,"11/04/2011",610.666666667,765,1154.5,682," 13:15:28",579,"Block 5:",493,817," 30671",753.5,1071.66666667,711.333333333,619
" 1970",1436,"NA",12,3131.5,1835,1035,"28/03/2011","NA","NA",864.5,1677," 11:11:33","NA","Block 1:","NA","NA"," 20914",1634.5,"NA","NA","NA"
" 1970","NA","NA",12,"NA","NA","NA","28/03/2011",843.666666667,1572,"NA","NA"," 11:11:33",723.666666667,"Block 2:","NA",1640.5," 12593","NA",901,1068.5,"NA"
" 1970",870,1053,35,1032,1146.66666667,693,"28/03/2011",859,1088,1303.16666667,1115," 11:11:33",1592.33333333,"Block 3:",868.5,1178," 39455",1247,821.5,1221,833
" 1970","NA","NA",11,1137,2304,821,"28/03/2011","NA","NA","NA",1276," 11:11:33","NA","Block 4:",1254.5,"NA"," 15911",935.5,"NA","NA","NA"
" 1970",1561,2449,32,1092.33333333,2474,1679.5,"28/03/2011",942,1802.5,2723,2473.66666667," 11:11:33",1309.25,"Block 5:",1836,1688," 63264",1360.33333333,"NA",983,2924.5
" 1986",1632,"NA",12,"NA",960.5,989.5,"24/03/2011","NA","NA",708,958.25," 14:47:10","NA","Block 1:","NA","NA"," 12052","NA","NA","NA","NA"
" 1986","NA",1095,12,"NA","NA","NA","24/03/2011",802.5,1135,"NA","NA"," 14:47:10",798,"Block 2:","NA",1079," 11450","NA",1000,798,1023.5
" 1986",1243.33333333,1610,36,999.5,1185.5,1049,"24/03/2011",771,1046.5,2612,1015," 14:47:10",1124.5,"Block 3:",1059,852.5," 41094",906,1083.5,1443,1059.5
" 1986",894.5,"NA",12,960,1118,846.5,"24/03/2011","NA","NA",970,1237," 14:47:10","NA","Block 4:",1730,"NA"," 12475",992.666666667,"NA","NA","NA"
" 1986",1182.66666667,1130.75,36,1104,"NA",1094.33333333,"24/03/2011",812,934.5,1047.75,820," 14:47:10",1290.33333333,"Block 5:",1297.57142857,1014.5," 40143","NA",939.666666667,"NA",1095.5
" 1987",617.5,"NA",12,724.333333333,671.333333333,625,"25/03/2011","NA","NA",546,"NA"," 16:17:30","NA","Block 1:",564,"NA"," 8110",953,"NA","NA","NA"
" 1987","NA",540.5,11,"NA","NA","NA","25/03/2011","NA",1404,"NA","NA"," 16:17:30",776,"Block 2:","NA",623.5," 10492","NA",602,994.5,"NA"
" 1987",641,1104.75,35,"NA",849,643.8,"25/03/2011",775.5,728,791.5,548," 16:17:30",700,"Block 3:",800.333333333,908," 29474",887.666666667,815,763,1008
" 1987",987,"NA",11,"NA",1275.5,907.333333333,"25/03/2011","NA","NA",707.5,1552," 16:17:30","NA","Block 4:",518,"NA"," 10852",553.5,"NA","NA","NA"
" 1987",3555,"NA",34,1134,"NA",980.5,"25/03/2011",965,1480,1866.5,1101," 16:17:30",1038.75,"Block 5:",2541,1200.5," 47705",1404.66666667,850.333333333,1132.75,1161.5
" 1991",985.333333333,"NA",11,765,992,"NA","02/03/2011","NA","NA",1022.5,1752," 15:09:29","NA","Block 1:","NA","NA"," 12459",716,"NA","NA","NA"
" 1991","NA",1721,11,"NA","NA","NA","02/03/2011",3030,984,"NA","NA"," 15:09:29",1015,"Block 2:","NA",1139," 15871","NA",1008.33333333,1219,1380
" 1991",990.666666667,2912,36,987,992.5,971,"02/03/2011",1072.5,4114,4399,2193.5," 15:09:29",1091,"Block 3:",1444.5,1123.8," 54623",1211.66666667,1079.5,"NA",2011
" 1991",1730,"NA",12,733.666666667,1354,"NA","02/03/2011","NA","NA",1737,1161," 15:09:29","NA","Block 4:",892,"NA"," 15606",1528.5,"NA","NA","NA"
" 1991",1874.2,1406.33333333,33,994,2483,951,"02/03/2011",2128.5,1762,1055,"NA"," 15:09:29","NA","Block 5:",1199.25,1295," 53800",1101,1111,1328.2,1477
" 19912","NA","NA",12,"NA",1097.5,771.333333333,"15/03/2011","NA","NA",782,901.666666667," 16:20:51","NA","Block 1:","NA","NA"," 10544",849.333333333,"NA","NA","NA"
" 19912","NA",717.333333333,12,"NA","NA","NA","15/03/2011",634,769,"NA","NA"," 16:20:51",603,"Block 2:","NA",593.5," 8674","NA","NA",1030.5,"NA"
" 19912",642,780.666666667,35,722.5,739,655,"15/03/2011",627,"NA",702.4,1606.75," 16:20:51","NA","Block 3:",940.666666667,694," 30122","NA",659,831,831.333333333
" 19912","NA","NA",10,"NA",1035,1340.75,"15/03/2011","NA","NA",681,940," 16:20:51","NA","Block 4:",1093,"NA"," 12103",594,"NA","NA","NA"
" 19912",1340.5,1034,29,1203.8,"NA",928.25,"15/03/2011",1990,817.5,"NA",1126.5," 16:20:51",2254.33333333,"Block 5:",2906,1466.5," 50660",1095.2,2426,979.5,952
" 2003",2404,"NA",10,1462.5,4615,1300.5,"19/01/2011","NA","NA",1399.5,1472," 13:13:36","NA","Block 1:",967.5,"NA"," 20223","NA","NA","NA","NA"
" 2003","NA",1063,12,"NA","NA","NA","19/01/2011",928.5,1015,"NA","NA"," 13:13:36","NA","Block 2:","NA",984," 13033","NA",773.333333333,1759,1261
" 2003",1571,1060,30,639.666666667,1201,703,"19/01/2011",638.75,694.333333333,702.666666667,810.5," 13:13:36",775.666666667,"Block 3:",1333.33333333,598," 31690","NA",518,638.333333333,1725.5
" 2003",1688,"NA",10,963,1803,2138,"19/01/2011","NA","NA",948,938," 13:13:36","NA","Block 4:",950.666666667,"NA"," 16815",2849,"NA","NA","NA"
" 2003",1451,2631,19,2019,1221,2837,"19/01/2011",2022,1683,960,1757," 13:13:36",2134,"Block 5:",2210,740.5," 57350",1767.5,1986.66666667,1202.66666667,1178.25
" 2069",1809,"NA",12,1172.5,1015,"NA","02/03/2011","NA","NA",1467,2476.5," 12:19:25","NA","Block 1:",1111,"NA"," 17432",1255,"NA","NA","NA"
" 2069","NA",856,12,"NA","NA","NA","02/03/2011","NA",990,"NA","NA"," 12:19:25",1690,"Block 2:","NA",986.5," 14602","NA",848.5,1575,1278
" 2069",946.666666667,1021,35,930,1593.5,968.5,"02/03/2011",2114.75,"NA",852,1579," 12:19:25",864,"Block 3:",1129.25,1065," 47554",1383,1331,1594,2056
" 2069",874,"NA",12,963.5,843,1763.5,"02/03/2011","NA","NA",866,858," 12:19:25","NA","Block 4:",886,"NA"," 12370",857,"NA","NA","NA"
" 2069",1020.5,928,35,864,1134.66666667,805,"02/03/2011","NA",4383,1122,844.2," 12:19:25",1002.33333333,"Block 5:",880,"NA"," 38139",1314.5,835,945,913.4
" 2198",6211,"NA",11,1051.33333333,1660,1097,"07/03/2011","NA","NA","NA",1749," 13:10:15","NA","Block 1:",1324.66666667,"NA"," 20602","NA","NA","NA","NA"
" 2198","NA","NA",12,"NA","NA","NA","07/03/2011",1065,970,"NA","NA"," 13:10:15",898.5,"Block 2:","NA",891.5," 12333","NA",1272.5,1106.5,990
" 2198",681,808.333333333,34,687.5,830,960,"07/03/2011",491,"NA",898.333333333,1080.75," 13:10:15",663.4,"Block 3:",723,1145.5," 30620",950.333333333,964,"NA",700
" 2198","NA","NA",11,460,783,"NA","07/03/2011","NA","NA",742,825.5," 13:10:15","NA","Block 4:",793,"NA"," 8302",734.5,"NA","NA","NA"
" 2198",4413,2513.6,20,1706.25,2833.5,2231,"07/03/2011",1979.5,"NA",1370.33333333,1548.33333333," 13:10:15",970,"Block 5:",1898,1630," 72967",3472,1718.75,"NA",2104.66666667
" 2212",1340,"NA",12,568,612,3342,"28/01/2011","NA","NA",809.5,1147.5," 17:15:17","NA","Block 1:",1184,"NA"," 15878",788,"NA","NA","NA"
" 2212","NA",1502.5,11,"NA","NA","NA","28/01/2011",685,838.666666667,"NA","NA"," 17:15:17",655,"Block 2:","NA",9293," 20255","NA",702,710,1344.5
" 2212",907,876.333333333,35,698,1086.5,1046.5,"28/01/2011",2712,"NA",907,893.666666667," 17:15:17",719.5,"Block 3:",838.25,1087," 35031",589.25,681,"NA",1613
" 2212",2311,"NA",11,606.5,"NA",829,"28/01/2011","NA","NA",725,508.5," 17:15:17","NA","Block 4:",635,"NA"," 9164",485,"NA","NA","NA"
" 2212",1186,1407.33333333,34,773.666666667,688,1173.33333333,"28/01/2011",856.75,856,1334,997.5," 17:15:17","NA","Block 5:",1195,798," 35713",996.5,900.75,914.5,784
" 2232",1368,"NA",9,1809,"NA",1055.33333333,"21/01/2011","NA","NA",1001,1442," 15:19:22","NA","Block 1:","NA","NA"," 14554",986,"NA","NA","NA"
" 2232","NA",1520,12,"NA","NA","NA","21/01/2011",798.333333333,871,"NA","NA"," 15:19:22",993.5,"Block 2:","NA",1448," 13136","NA",1211,1293,1118
" 2232",1760.5,1646.33333333,30,817,1362.33333333,1330.5,"21/01/2011",1149,982,802.5,940.5," 15:19:22",868,"Block 3:",1361.66666667,1207," 40463",727,876.75,913.333333333,"NA"
" 2232",683,"NA",8,882.75,1097,1546,"21/01/2011","NA","NA",1722,2494," 15:19:22","NA","Block 4:","NA","NA"," 14144",1291,"NA","NA","NA"
" 2232",875.5,915,29,715,1132,1234.5,"21/01/2011",1126.25,"NA",1962,1087," 15:19:22",2452,"Block 5:",1639.5,2666," 52247","NA",1465,1454.75,1435.33333333
" 2245",1091,"NA",12,"NA",1394,836.333333333,"30/03/2011","NA","NA",1200.5,1009," 17:27:44","NA","Block 1:",6315,"NA"," 17747",1009.33333333,"NA","NA","NA"
" 2245","NA",932,12,"NA","NA","NA","30/03/2011",1060,3197,"NA","NA"," 17:27:44",795.666666667,"Block 2:","NA",1756," 16713","NA",1132,"NA","NA"
" 2245",1456.28571429,1202,34,2221,874,849,"30/03/2011",808.5,870,991.666666667,922," 17:27:44",1106,"Block 3:",2300,812," 46506",2003,1417,862.666666667,1760
" 2245",1221,"NA",12,1142,2404,1482,"30/03/2011","NA","NA",1027.66666667,"NA"," 17:27:44","NA","Block 4:",990,"NA"," 14527",994.666666667,"NA","NA","NA"
" 2245",1657,3739.5,24,3242.75,3417.5,1134.5,"30/03/2011","NA",1217,3912,3047," 17:27:44","NA","Block 5:",1237,2688.5," 95775",1306,1445.5,3386.66666667,2937.25
" 2345","NA","NA",12,839,1410.33333333,1297,"01/04/2011","NA","NA","NA",2812.66666667," 13:18:32","NA","Block 1:","NA","NA"," 20137",1369,"NA","NA","NA"
" 2345","NA",1080,12,"NA","NA","NA","01/04/2011",1110,1394.5,"NA","NA"," 13:18:32",1270,"Block 2:","NA",1703.5," 20909","NA",2542,1560,2067
" 2345","NA",14400,33,2322.4,2153,1007,"01/04/2011",1666.5,962,1011.5,1240," 13:18:32",1835,"Block 3:",3996,5181.5," 95983",1130,836.8,1368.6,1373
" 2345","NA","NA",12,2703.5,781.666666667,852,"01/04/2011","NA","NA",785,935," 13:18:32","NA","Block 4:",927.5,"NA"," 14049","NA","NA","NA","NA"
" 2345",5449,3194.5,36,2659.5,4769,2281,"01/04/2011",5246.5,3528.5,2653,3337.66666667," 13:18:32",1799.33333333,"Block 5:",2984,2651," 126363",1545,3701.33333333,3952.5,4871
" 2385",2030,"NA",12,1469,"NA",963.666666667,"06/04/2011","NA","NA",1131,1074.33333333," 13:17:27","NA","Block 1:",1611,"NA"," 15435","NA","NA","NA","NA"
" 2385","NA",911,12,"NA","NA","NA","06/04/2011",1460,1670,"NA","NA"," 13:17:27",1385,"Block 2:","NA",1417," 14831","NA","NA",1142,1280
" 2385",757,1145,34,2448,8111,2554.75,"06/04/2011",3456,1148,2171,1506.5," 13:17:27",715.5,"Block 3:",1536.75,1118," 77670",1580,1055.66666667,"NA",921.25
" 2385",1690,"NA",12,"NA",1044,611,"06/04/2011","NA","NA",986,824," 13:17:27","NA","Block 4:",875.333333333,"NA"," 10876",723.5,"NA","NA","NA"
" 2385",1080,3507,31,1187.25,1126,1244.5,"06/04/2011",2329,3451.5,865.666666667,969," 13:17:27",1585,"Block 5:",1342.66666667,2660.5," 58245",1798,"NA",1847.33333333,1882
" 2456",1072,"NA",11,1115,1302,1814,"17/01/2011","NA","NA",2379.33333333,1804.5," 12:43:39","NA","Block 1:","NA","NA"," 19427",1190,"NA","NA","NA"
" 2456","NA",944,12,"NA","NA","NA","17/01/2011",1491.5,1113,"NA","NA"," 12:43:39",853.5,"Block 2:","NA","NA"," 13329","NA",970.5,1021,1206.66666667
" 2456","NA",1178.5,33,708.333333333,924,1133,"17/01/2011",737.333333333,856.5,1304.5,874," 12:43:39",973,"Block 3:",1382,1054," 34288",825,"NA",935,663.5
" 2456","NA","NA",11,753.333333333,1323.33333333,708,"17/01/2011","NA","NA",742,620," 12:43:39","NA","Block 4:","NA","NA"," 11412",1202,"NA","NA","NA"
" 2456","NA",1388,30,723,1656,1329.25,"17/01/2011","NA",1540,1083,1446.5," 12:43:39",2370,"Block 5:",1303.33333333,1909.5," 51120",1007,"NA","NA",1722.5
" 2510",2498,"NA",10,1754.33333333,1014,4229.66666667,"24/03/2011","NA","NA",4410,2450," 12:25:02","NA","Block 1:",1094,"NA"," 33828","NA","NA","NA","NA"
" 2510","NA",685,12,"NA","NA","NA","24/03/2011",884,1132,"NA","NA"," 12:25:02",1501,"Block 2:","NA",876," 12605","NA",623,794,1749.5
" 2510",752.5,975.666666667,34,1159.75,1134.5,673.5,"24/03/2011","NA",1674.33333333,1837,777.5," 12:25:02",979.833333333,"Block 3:",937.666666667,783," 38712",859,834,1026,716
" 2510",800.5,"NA",10,1232,"NA",762,"24/03/2011","NA","NA",4225,693," 12:25:02","NA","Block 4:",1943.5,"NA"," 18060",2904,"NA","NA","NA"
" 2510",2852,1416,33,1976,"NA",1785.33333333,"24/03/2011",1154,1703.66666667,2989.66666667,1513," 12:25:02",703,"Block 5:",2798,2473.33333333," 71823",2111,1359.5,3262.4,1163.4
" 2610",772.333333333,"NA",12,699,822.5,966,"21/03/2011","NA","NA","NA",740.25," 11:19:10","NA","Block 1:",802,"NA"," 9390","NA","NA","NA","NA"
" 2610","NA",1078.5,12,"NA","NA","NA","21/03/2011","NA",834.5,"NA","NA"," 11:19:10",986.5,"Block 2:","NA","NA"," 10124","NA",721.25,"NA",720
" 2610",1062,1322.5,33,1090,669.333333333,894.75,"21/03/2011",726,674,572.25,666.333333333," 11:19:10",1202.5,"Block 3:",688,"NA"," 30723",879,1174,692.5,1143.33333333
" 2610",838,"NA",10,958,986,719,"21/03/2011","NA","NA",950,733," 11:19:10","NA","Block 4:",960.333333333,"NA"," 10717",716,"NA","NA","NA"
" 2610",1112.5,1274.25,31,822,1162,901.6,"21/03/2011",853.666666667,1235,1206,"NA"," 11:19:10","NA","Block 5:",1017,1259," 38783",923,"NA",1067,1144
" 2634","NA","NA",12,1047.33333333,"NA",793.5,"20/01/2011","NA","NA",928,628," 17:12:56","NA","Block 1:",841,"NA"," 13211",1521.25,"NA","NA","NA"
" 2634","NA",664.666666667,12,"NA","NA","NA","20/01/2011",713,1293,"NA","NA"," 17:12:56","NA","Block 2:","NA",1628," 12139","NA","NA",1248,714.5
" 2634",2066,944,36,931,843.5,939,"20/01/2011",605,806,864.5,550," 17:12:56",1479,"Block 3:",919.4,624," 35082",604,1022,998.25,751
" 2634","NA","NA",12,819,733.5,1007.33333333,"20/01/2011","NA","NA",729,1128.33333333," 17:12:56","NA","Block 4:",905.5,"NA"," 11233","NA","NA","NA","NA"
" 2634",1352,752.2,31,929,1186,"NA","20/01/2011",2489,776,1897,1309," 17:12:56",2196.33333333,"Block 5:","NA",810.4," 45531",1124.66666667,920.5,1009,1507.2
" 2679","NA","NA",12,812.666666667,724,690,"24/02/2011","NA","NA","NA",496," 11:15:45","NA","Block 1:","NA","NA"," 8294",656,"NA","NA","NA"
" 2679","NA",1168,12,"NA","NA","NA","24/02/2011",775,"NA","NA","NA"," 11:15:45",714,"Block 2:","NA",1082," 11277","NA",891,1019.66666667,822.5
" 2679",1457,1024,36,895.75,939.333333333,673,"24/02/2011",891,1412.75,762,1672," 11:15:45",836,"Block 3:",957,1132.66666667," 41138",1585.5,1083.75,1943,1292
" 2679",1162.5,"NA",11,843,879,1184.5,"24/02/2011","NA","NA","NA",630," 11:15:45","NA","Block 4:",827.333333333,"NA"," 11286","NA","NA","NA","NA"
" 2679",976,1028,32,1107,1227.33333333,1058,"24/02/2011",1080,2190.16666667,1036,844," 11:15:45",942,"Block 5:",769,1299.4," 44398","NA",1010,642,868.666666667
" 2712","NA","NA",11,1020.5,1412.66666667,3528,"18/01/2011","NA","NA",2794.5,1096.33333333," 14:08:50","NA","Block 1:","NA","NA"," 19867",1182,"NA","NA","NA"
" 2712","NA",935,11,"NA","NA","NA","18/01/2011",814.5,1846.5,"NA","NA"," 14:08:50","NA","Block 2:","NA",1053," 16337","NA",968,937,2550.5
" 2712",916.666666667,1048.66666667,34,"NA",773,812.5,"18/01/2011",813,1016.33333333,"NA",902.333333333," 14:08:50",837.333333333,"Block 3:",1534,665," 35275",753,895.666666667,1517,1589.33333333
" 2712",871,"NA",12,1104,982.666666667,974,"18/01/2011","NA","NA",733,1005.5," 14:08:50","NA","Block 4:",1198,"NA"," 11716",773,"NA","NA","NA"
" 2712",2670.5,946,31,855,1930.8,1331,"18/01/2011","NA",1135.2,1201,710," 14:08:50",1057.5,"Block 5:",1160,"NA"," 51545","NA",1116.66666667,1812.5,1170
" 27122",992,"NA",12,588,712,1144.66666667,"13/04/2011","NA","NA",671,641," 16:15:26","NA","Block 1:",591.333333333,"NA"," 9335",523,"NA","NA","NA"
" 27122","NA",805,12,"NA","NA","NA","13/04/2011","NA","NA","NA","NA"," 16:15:26",707.5,"Block 2:","NA",540," 9843","NA",1075.25,567,800
" 27122",1199,1574,35,686,818,1014,"13/04/2011",758.5,1791,703,767.5," 16:15:26","NA","Block 3:","NA",842," 38148",1311.75,696,1134,688
" 27122",807,"NA",12,"NA",1762,966,"13/04/2011","NA","NA",1881,770.333333333," 16:15:26","NA","Block 4:",1774,"NA"," 13439",562,"NA","NA","NA"
" 27122",2278,1328,34,1018.33333333,1245.25,"NA","13/04/2011",1761,1300.2,1180.25,976.666666667," 16:15:26",980,"Block 5:",1535.33333333,977," 47659","NA",1119.5,948,"NA"
" 2928",2748,"NA",11,1291.5,1135,748,"01/02/2011","NA","NA",1005.5,1090," 13:45:00","NA","Block 1:","NA","NA"," 14035",747.5,"NA","NA","NA"
" 2928","NA",1076,12,"NA","NA","NA","01/02/2011",1919.5,"NA","NA","NA"," 13:45:00",1001,"Block 2:","NA",960," 15304","NA",1170.5,1364,1727
" 2928",1401,944.5,36,2883,1357.33333333,760.666666667,"01/02/2011",777,955,1057,895.25," 13:45:00",1863.5,"Block 3:","NA",1066," 37487","NA",1031,843.5,782.428571429
" 2928",1213,"NA",12,927,957,1030,"01/02/2011","NA","NA",1525,997," 13:45:00","NA","Block 4:","NA","NA"," 12754",864.5,"NA","NA","NA"
" 2928",1765,1772,33,1586,754.5,1623.5,"01/02/2011",1370,1524,"NA",1105.75," 13:45:00",2250,"Block 5:",1196,959," 53053",1648.33333333,1965.33333333,"NA",1068.33333333
" 2983",767,"NA",12,681.5,793,708.5,"13/04/2011","NA","NA",629,667," 15:17:38","NA","Block 1:","NA","NA"," 8708",871,"NA","NA","NA"
" 2983","NA",791.5,11,"NA","NA","NA","13/04/2011","NA","NA","NA","NA"," 15:17:38",1069,"Block 2:","NA",652.666666667," 12814","NA",1044.5,1146,2677
" 2983","NA",2879.5,35,768,1717,786,"13/04/2011",738,1391,884.2,894.25," 15:17:38",1183.2,"Block 3:",598,646," 39681",1386,687,909,728
" 2983",1085,"NA",12,576,"NA",558,"13/04/2011","NA","NA",1287.5,456," 15:17:38","NA","Block 4:",540,"NA"," 9010",581,"NA","NA","NA"
" 2983",990.5,1481.5,33,1048.33333333,2016.4,1111,"13/04/2011",1321,2241.66666667,1576,1139.33333333," 15:17:38",792,"Block 5:",921,843.5," 50819",632,2677,1032.5,1823
" 3049",961,"NA",12,"NA",813,839,"31/03/2011","NA","NA",611.5,"NA"," 13:23:05","NA","Block 1:",658.666666667,"NA"," 8697",603.5,"NA","NA","NA"
" 3049","NA","NA",11,"NA","NA","NA","31/03/2011",700,1221.5,"NA","NA"," 13:23:05",631.5,"Block 2:","NA",646.666666667," 9238","NA",879,656.5,"NA"
" 3049",948.5,"NA",33,708,699.5,866.333333333,"31/03/2011","NA",662,900.5,928," 13:23:05",1740.5,"Block 3:",922.5,818.4," 32201","NA",836.6,798.5,929
" 3049","NA","NA",12,667.5,513,"NA","31/03/2011","NA","NA",725,574," 13:23:05","NA","Block 4:",845,"NA"," 7960",769,"NA","NA","NA"
" 3049",1116,776,28,956,1248,725.5,"31/03/2011",1037,618.5,1103,860.5," 13:23:05","NA","Block 5:",713,918.333333333," 33316",614.333333333,709.5,1136,955.25
" 3101",930,"NA",12,667,718,622,"21/01/2011","NA","NA",768,868," 16:15:29","NA","Block 1:",637,"NA"," 8861",710,"NA","NA","NA"
" 3101","NA",1650,12,"NA","NA","NA","21/01/2011",651.5,"NA","NA","NA"," 16:15:29",1007,"Block 2:","NA",1516.5," 12000","NA",691,"NA",920
" 3101",1312.5,1111.2,33,657,972.5,1004,"21/01/2011",768,800,"NA",1067.66666667," 16:15:29",778,"Block 3:",1322,725.666666667," 36232",875.5,"NA",1919.5,783
" 3101",725,"NA",12,"NA",993,689.5,"21/01/2011","NA","NA",1323,640.666666667," 16:15:29","NA","Block 4:","NA","NA"," 10073",802.666666667,"NA","NA","NA"
" 3101",1550.6,1336.75,33,1439.5,1227,981,"21/01/2011",1050,1117,1436.66666667,1555," 16:15:29",1224,"Block 5:",1984.66666667,1649.5," 50647","NA","NA",754,1650
" 3190",1244,"NA",11,657,"NA",665.5,"06/04/2011","NA","NA",670.333333333,1729," 10:58:41","NA","Block 1:",574,"NA"," 9499",639,"NA","NA","NA"
" 3190","NA",734,12,"NA","NA","NA","06/04/2011",690,709,"NA","NA"," 10:58:41",2081,"Block 2:","NA",655," 11111","NA",724,1035,1007.5
" 3190",877,979.5,34,1944,"NA",750.5,"06/04/2011",810.333333333,762.333333333,"NA",903.5," 10:58:41",683,"Block 3:",1372,726," 34303",914.166666667,835.333333333,1002.33333333,768
" 3190",886,"NA",12,545,1296.33333333,1248.5,"06/04/2011","NA","NA",1152,636," 10:58:41","NA","Block 4:",868,"NA"," 11745","NA","NA","NA","NA"
" 3190",1006,675,33,921.75,1162.33333333,"NA","06/04/2011","NA",1066,562,919.333333333," 10:58:41",668,"Block 5:",1471,2292.66666667," 41291",1375.5,1100,1023.25,1084
" 3497",1183,"NA",12,658,1467,879,"28/03/2011","NA","NA",886,2912," 14:26:29","NA","Block 1:",921,"NA"," 14382",1029.33333333,"NA","NA","NA"
" 3497","NA","NA",11,"NA","NA","NA","28/03/2011",1357.5,"NA","NA","NA"," 14:26:29",1002,"Block 2:","NA",1030," 17892","NA",1612,"NA",2083
" 3497",1314,829.5,36,1131.33333333,1082,675,"28/03/2011","NA","NA",1082,820.75," 14:26:29",769.75,"Block 3:",1311,723.5," 33987",1213,885,886.4,786
