"Participant","Illusory","Acupuncture","Correct","Real","Inaccurate","Lies","Date","Reiki","Injections","Actual","Truth","Time","Homeopathy","Block","Accurate","FlowerEssence","BlockTime","Fake","Surgery","Pills","Cream"
" 7198",1171,"NA",12,1125.33333333,816,1071,"31/03/2011","NA","NA",868,984," 17:49:22","NA","Block 1:",762.5,"NA"," 11638",656,"NA","NA","NA"
" 7198","NA",811,12,"NA","NA","NA","31/03/2011",619,831.666666667,"NA","NA"," 17:49:22",880.5,"Block 2:","NA","NA"," 10264","NA",833,978,"NA"
" 7198",665,713,35,1649,1012.33333333,989.333333333,"31/03/2011",673.166666667,884,766,1784," 17:49:22",792.333333333,"Block 3:",1033.66666667,1918," 35713",603,726.5,1420.33333333,1152.75
" 7198",764,"NA",11,710,"NA","NA","31/03/2011","NA","NA",970.5,996.666666667," 17:49:22","NA","Block 4:",1270.66666667,"NA"," 12058",920.5,"NA","NA","NA"
" 7198",1575.33333333,1586,36,941.5,1298.14285714,814,"31/03/2011",1013.5,1627,913.666666667,839," 17:49:22",2403.5,"Block 5:",1152.5,"NA"," 48355",1204,1955,1057,1687
" 7327",745.5,"NA",10,962.5,"NA",712,"20/01/2011","NA","NA",912.5,774," 14:15:48","NA","Block 1:",1092.5,"NA"," 10336","NA","NA","NA","NA"
" 7327","NA","NA",10,"NA","NA","NA","20/01/2011",633.5,1059,"NA","NA"," 14:15:48",797,"Block 2:","NA",821," 11287","NA",622,1638.5,874.333333333
" 7327",670.666666667,1058,32,647,632,710.666666667,"20/01/2011",492,937,1338,739.75," 14:15:48",859,"Block 3:",677,607," 29296",1244,1244,703.5,560
" 7327",1418,"NA",7,1058,1308,"NA","20/01/2011","NA","NA",628.5,475," 14:15:48","NA","Block 4:",1148.5,"NA"," 12124",737.5,"NA","NA","NA"
" 7327",1101.33333333,518,25,756.25,3698,1005,"20/01/2011",579.25,1241,948,712.333333333," 14:15:48",716.5,"Block 5:","NA",611.5," 33235",848.333333333,939,"NA",934
" 7473",1146,"NA",12,"NA",1560,739.5,"21/01/2011","NA","NA",947.5,994," 11:37:13","NA","Block 1:",1219,"NA"," 32349",10751,"NA","NA","NA"
" 7473","NA",861,12,"NA","NA","NA","21/01/2011",564,1678.33333333,"NA","NA"," 11:37:13",776.5,"Block 2:","NA",865," 14225","NA",943.5,1730,"NA"
" 7473","NA",1676,30,994,2028,1081,"21/01/2011","NA",796,1302.5,"NA"," 11:37:13",1041.66666667,"Block 3:",3039,996.6," 48685",1425,857.25,872.25,3049.5
" 7473",745.333333333,"NA",11,664.5,835,1230,"21/01/2011","NA","NA",582,1725," 11:37:13","NA","Block 4:",1026,"NA"," 10472",927,"NA","NA","NA"
" 7473",721,1299.5,32,729.666666667,"NA",2038.33333333,"21/01/2011",1302,1259,1195,1597.66666667," 11:37:13",1209.75,"Block 5:",1747.5,861.5," 44511",856,885.5,1188.5,995.333333333
" 7521",943.5,"NA",12,663,758,1566,"13/04/2011","NA","NA",776,689," 14:25:59","NA","Block 1:","NA","NA"," 9839",687,"NA","NA","NA"
" 7521","NA","NA",12,"NA","NA","NA","13/04/2011",792,748,"NA","NA"," 14:25:59",767,"Block 2:","NA",859.5," 9727","NA",1056,662.666666667,834
" 7521",986.666666667,1151,36,1006,1089,"NA","13/04/2011",952,1144.5,752.666666667,996," 14:25:59",1488.33333333,"Block 3:",1133,1121.33333333," 37659",1114,"NA",892.25,738
" 7521",715.666666667,"NA",12,531,599.5,539,"13/04/2011","NA","NA",836,888," 14:25:59","NA","Block 4:","NA","NA"," 8648","NA","NA","NA","NA"
" 7521",2041.5,1075,36,858,1262,988.333333333,"13/04/2011",1292.33333333,2080.5,1373,1133," 14:25:59",723,"Block 5:",3127,1099.6," 46891",1136,3427,1143,841.333333333
" 7706",753,"NA",11,686,1657,652,"14/04/2011","NA","NA",815,1455.66666667," 14:18:41","NA","Block 1:",1137,"NA"," 12523",659.5,"NA","NA","NA"
" 7706","NA",725,12,"NA","NA","NA","14/04/2011",824,815,"NA","NA"," 14:18:41",699,"Block 2:","NA",840.5," 10620","NA","NA",1203.33333333,752
" 7706",853.333333333,1747.5,35,811,"NA",852.857142857,"14/04/2011",933,891,751.5,"NA"," 14:18:41",1094.5,"Block 3:",930.333333333,775," 34939",1009.66666667,845.666666667,"NA",712
" 7706",1601,"NA",12,723,1562.5,712,"14/04/2011","NA","NA",893.5,780," 14:18:41","NA","Block 4:",737,"NA"," 11760",821,"NA","NA","NA"
" 7706",1875.5,"NA",35,879,"NA",923.333333333,"14/04/2011",876,1204.5,1720.25,1219," 14:18:41","NA","Block 5:",1496,1203.5," 44014",683,1783.66666667,"NA",840.25
" 7787","NA","NA",12,681.5,824.666666667,1025.5,"08/03/2011","NA","NA",680,"NA"," 13:46:03","NA","Block 1:",662,"NA"," 9766",1176,"NA","NA","NA"
" 7787","NA",788,11,"NA","NA","NA","08/03/2011",869,546,"NA","NA"," 13:46:03",949,"Block 2:","NA","NA"," 8648","NA",474,"NA",581
" 7787",2095.33333333,684,33,480,713.75,678,"08/03/2011",1202,"NA","NA",565.5," 13:46:03",580,"Block 3:",637.75,731," 29579",757.333333333,631,875.5,542.333333333
" 7787",1352,"NA",12,532,585,"NA","08/03/2011","NA","NA",490,503," 13:46:03","NA","Block 4:",655,"NA"," 8278",594.5,"NA","NA","NA"
" 7787",1836,1517,29,729,712.5,865,"08/03/2011",617,1194,1225.5,1260," 13:46:03",1215.85714286,"Block 5:",1588,908.5," 38849",1618,756,1031.33333333,820
" 7837",1146,"NA",12,1282,1405,2110,"11/04/2011","NA","NA",1173,722," 14:20:09","NA","Block 1:","NA","NA"," 15881",1496,"NA","NA","NA"
" 7837","NA","NA",12,"NA","NA","NA","11/04/2011","NA",1316,"NA","NA"," 14:20:09",1315.25,"Block 2:","NA",1491," 17761","NA",2537,1089,1220.5
" 7837",1284,1262,35,2287.2,1074.33333333,1294.5,"11/04/2011",905.5,1943.5,"NA",1411.2," 14:20:09",1259.8,"Block 3:",2081.5,"NA"," 55759",2378,1401,1782,1203
" 7837",1088,"NA",11,5278,1521,1271.25,"11/04/2011","NA","NA","NA",2903," 14:20:09","NA","Block 4:",2867.5,"NA"," 23006",698,"NA","NA","NA"
" 7837",1946,2690,31,1456,4648.5,2993,"11/04/2011",1734.33333333,"NA",1145.33333333,1007," 14:20:09",2383.25,"Block 5:",2734,2338," 82427",2417,"NA",2667.5,1361
" 7983",2130.5,"NA",11,1200.5,3925,1251,"06/04/2011","NA","NA",1106,1765," 17:14:45","NA","Block 1:",1658,"NA"," 20141",903,"NA","NA","NA"
" 7983","NA",817,11,"NA","NA","NA","06/04/2011",817,1960,"NA","NA"," 17:14:45",1112,"Block 2:","NA","NA"," 15927","NA",1815.66666667,954,1298
" 7983",2742.5,2378.25,33,693,2700,"NA","06/04/2011",3518.5,1190.33333333,1390,788.666666667," 17:14:45",825.333333333,"Block 3:",1369.75,1447," 64020",5184,1358.33333333,1459,785
" 7983",1277.5,"NA",11,952,752,1544,"06/04/2011","NA","NA",1419,2140.5," 17:14:45","NA","Block 4:",1219,"NA"," 15378","NA","NA","NA","NA"
" 7983",2909,3376.33333333,31,"NA",2552.66666667,3022,"06/04/2011",2612.5,1810,3174,1328," 17:14:45",6386.5,"Block 5:",4140.33333333,2850.33333333," 109318",1278,2473,3751.66666667,2789
" 8206",1756,"NA",12,"NA",954,961,"30/03/2011","NA","NA",1149,669.5," 14:22:29","NA","Block 1:",735,"NA"," 11979",1010.5,"NA","NA","NA"
" 8206","NA",758,12,"NA","NA","NA","30/03/2011",724,1879,"NA","NA"," 14:22:29",1280.5,"Block 2:","NA",768.5," 11773","NA",682,950.5,1007
" 8206",663.75,4852,35,766,739,"NA","30/03/2011",631.5,713,711.666666667,822," 14:22:29",954,"Block 3:",661,657.666666667," 31248",587,612.2,889.666666667,1024.4
" 8206",898,"NA",11,649.5,912.5,601,"30/03/2011","NA","NA",2178.5,760.5," 14:22:29","NA","Block 4:","NA","NA"," 11997",598,"NA","NA","NA"
" 8206",1670.25,3762,26,1177.66666667,1218.5,881,"30/03/2011",4597,2368.33333333,1398.33333333,825.333333333," 14:22:29",835,"Block 5:",1811,1522.5," 61851",1225.33333333,3250,1779,1298
" 8273",950,"NA",11,547.5,540,"NA","25/01/2011","NA","NA",696.5,578.5," 14:20:09","NA","Block 1:",514.666666667,"NA"," 7256",577,"NA","NA","NA"
" 8273","NA",703.75,12,"NA","NA","NA","25/01/2011","NA","NA","NA","NA"," 14:20:09",594,"Block 2:","NA",669," 8061","NA",649,665.333333333,669
" 8273",871,755,34,709.5,791.833333333,644,"25/01/2011",626,703.666666667,590,787," 14:20:09",611.5,"Block 3:",652.5,582," 27049",568,1085,797,604.5
" 8273","NA","NA",12,759.333333333,977,627.5,"25/01/2011","NA","NA",580,531," 14:20:09","NA","Block 4:",675,"NA"," 8172",526,"NA","NA","NA"
" 8273",1479,920.2,31,854.5,746,859.285714286,"25/01/2011",1229.5,1625.33333333,852,713," 14:20:09",1331.66666667,"Block 5:",3793,674.75," 40760",695,571,2176,1205
" 8421",952,"NA",11,594,2667,1603.33333333,"28/03/2011","NA","NA",497,686," 15:24:45","NA","Block 1:",808,"NA"," 13958",1129,"NA","NA","NA"
" 8421","NA","NA",11,"NA","NA","NA","28/03/2011",920,728,"NA","NA"," 15:24:45","NA","Block 2:","NA",781," 11359","NA",826.5,"NA",1225.25
" 8421",1251.75,595,36,683,963,1434.5,"28/03/2011",806,3329,1977,888," 15:24:45",1252,"Block 3:",821.333333333,"NA"," 43769",1314,980,1304.5,758
" 8421",4073,"NA",10,1197,1535,860,"28/03/2011","NA","NA",2690,"NA"," 15:24:45","NA","Block 4:",2010.33333333,"NA"," 21634",1656,"NA","NA","NA"
" 8421",1875,866.666666667,32,1497,2157.25,2900.5,"28/03/2011",3555.66666667,1316,2282,1455," 15:24:45",1333,"Block 5:",1057,887.5," 61454",1188,673,808,"NA"
" 8888",1020,"NA",12,621,3692.5,1377,"25/03/2011","NA","NA",1323,"NA"," 11:15:33","NA","Block 1:",1145,"NA"," 18925",940,"NA","NA","NA"
" 8888","NA",975,12,"NA","NA","NA","25/03/2011",821.5,1162.5,"NA","NA"," 11:15:33",807,"Block 2:","NA",1962," 12661","NA",796,807,1275
" 8888",1168.33333333,1645,36,"NA",1533,1098,"25/03/2011",1651,1369,947,"NA"," 11:15:33",924.5,"Block 3:",2377.66666667,1454," 46062",704,"NA",996.5,951.2
" 8888",1098.5,"NA",12,1377,688.5,1210.5,"25/03/2011","NA","NA",564,633," 11:15:33","NA","Block 4:","NA","NA"," 10789",740,"NA","NA","NA"
" 8888",789.5,1087.25,35,1055,1763,997.5,"25/03/2011",1522.5,1018,1355.75,1281.5," 11:15:33",2168,"Block 5:",950,892.5," 52750",944,1360.2,3855,1280.5
" 9120",1237,"NA",12,"NA","NA",1246,"16/02/2011","NA","NA",967.5,968," 10:20:09","NA","Block 1:",842,"NA"," 11998",801.5,"NA","NA","NA"
" 9120","NA",834,12,"NA","NA","NA","16/02/2011",948.5,"NA","NA","NA"," 10:20:09","NA","Block 2:","NA",973," 13195","NA",941.5,1315,1514
" 9120",1396.75,1197,36,1190.75,1263.33333333,939,"16/02/2011",760,1256,1272.5,1081.33333333," 10:20:09",770.5,"Block 3:",1574,1174," 44129",817,1060,907,2243
" 9120",996.5,"NA",12,856,859,"NA","16/02/2011","NA","NA",1348,901," 10:20:09","NA","Block 4:",1528.66666667,"NA"," 13440",693,"NA","NA","NA"
" 9120",1565.66666667,833,36,697,1164,756,"16/02/2011",811.666666667,1501.66666667,786.2,1475," 10:20:09","NA","Block 5:",843,707.666666667," 35772",1208,1016.5,711,784
" 9548",856.666666667,"NA",12,559,662,1232,"12/04/2011","NA","NA",812,941.5," 15:20:33","NA","Block 1:",971,"NA"," 9937",586,"NA","NA","NA"
" 9548","NA",750,12,"NA","NA","NA","12/04/2011",1440,781,"NA","NA"," 15:20:33",752,"Block 2:","NA",1182," 10961","NA",788,1169,985
" 9548",743,1146.5,35,735,978.5,"NA","12/04/2011","NA",677,1032,1282," 15:20:33","NA","Block 3:","NA",730.333333333," 36526",697.428571429,672,1199.75,1591.2
" 9548",786,"NA",12,925,774,1607.5,"12/04/2011","NA","NA",733,1151.5," 15:20:33","NA","Block 4:",841,"NA"," 11790",598,"NA","NA","NA"
" 9548",1384.4,1267,33,1448.5,1130.66666667,1108,"12/04/2011",1154,1162.25,1416,"NA"," 15:20:33",2179.5,"Block 5:",2039.5,1049," 53202",1215,"NA",1988,3410
" 9782",578.333333333,"NA",12,615,"NA",680,"11/04/2011","NA","NA",553,574.5," 15:17:01","NA","Block 1:",532,"NA"," 7000",528,"NA","NA","NA"
" 9782","NA","NA",10,"NA","NA","NA","11/04/2011",576,555,"NA","NA"," 15:17:01",747,"Block 2:","NA",714," 9491","NA",1014.5,955.333333333,"NA"
" 9782",698.333333333,747,34,804.5,742.5,711,"11/04/2011",1135.75,798.333333333,681.5,597," 15:17:01","NA","Block 3:","NA",579.333333333," 28559",670.666666667,755,792.5,1006.33333333
" 9782",864,"NA",12,"NA",1747,671,"11/04/2011","NA","NA",588.25,584.5," 15:17:01","NA","Block 4:",642.5,"NA"," 8760","NA","NA","NA","NA"
" 9782",924.666666667,1011,31,808,1009.25,1285.5,"11/04/2011",683,1930,"NA",647," 15:17:01",888,"Block 5:",1019,535," 34256",785.5,713.5,925,689
" 9853",992,"NA",12,829,714,1468,"25/03/2011","NA","NA","NA",2106," 15:28:30","NA","Block 1:",970,"NA"," 13717",870.5,"NA","NA","NA"
" 9853","NA",795.5,12,"NA","NA","NA","25/03/2011",1868.5,927,"NA","NA"," 15:28:30",761,"Block 2:","NA",1117," 15792","NA",923,"NA",1873
" 9853","NA",792.5,36,1118.75,1292,1180,"25/03/2011",2086,923,764.5,1488.33333333," 15:28:30",870,"Block 3:",1364.83333333,650," 41183",1087.5,1012.33333333,1721,733
" 9853",699,"NA",12,1244,1544.5,"NA","25/03/2011","NA","NA",1264.66666667,"NA"," 15:28:30","NA","Block 4:",636,"NA"," 13945",1301.5,"NA","NA","NA"
" 9853",1165.25,4294.66666667,33,841.666666667,2702,1072,"25/03/2011","NA","NA",8143,1244.33333333," 15:28:30",1268.33333333,"Block 5:",1715.5,1049," 91574",1785.25,10021.5,1939.75,732
" 9876",896,"NA",12,600,881,746,"28/01/2011","NA","NA",647.333333333,688," 11:11:22","NA","Block 1:",709,"NA"," 8696",665,"NA","NA","NA"
" 9876","NA",885,12,"NA","NA","NA","28/01/2011",637.5,736.5,"NA","NA"," 11:11:22",719.5,"Block 2:","NA",778.5," 11760","NA",855,3506,770
" 9876",1421,1193,35,990.5,3315,1141.66666667,"28/01/2011",704.75,1004.25,714.5,"NA"," 11:11:22","NA","Block 3:",656.75,1183," 39563",758,1332.8,"NA",764
" 9876","NA","NA",12,539,750,649,"28/01/2011","NA","NA",508.5,1051.66666667," 11:11:22","NA","Block 4:",643.5,"NA"," 8784",637,"NA","NA","NA"
" 9876",756,1081.4,36,791.333333333,755.333333333,878.5,"28/01/2011",803.666666667,1070.5,960.666666667,634," 11:11:22",1257,"Block 5:",972,805," 33643",833.5,1387,1077,940.5
" 98762","NA","NA",12,788,"NA",774.333333333,"25/03/2011","NA","NA",814,1380," 13:18:55","NA","Block 1:",1189,"NA"," 11993",953,"NA","NA","NA"
" 98762","NA","NA",12,"NA","NA","NA","25/03/2011",812.5,712,"NA","NA"," 13:18:55",684.5,"Block 2:","NA",760.666666667," 9368","NA",650,1378,676
" 98762",1210.66666667,1057,34,"NA",708,2471,"25/03/2011",632,"NA",1722.5,774," 13:18:55",859,"Block 3:",794,723," 42482",1063.16666667,838,2456,989
" 98762",839.5,"NA",11,702,"NA",951.25,"25/03/2011","NA","NA",657,1588.5," 13:18:55","NA","Block 4:",1636.5,"NA"," 13293","NA","NA","NA","NA"
" 98762",2262,1033,34,1882,1515,1196.4,"25/03/2011","NA",1509,1273,"NA"," 13:18:55",818,"Block 5:",1473,"NA"," 58125",1074.5,1013.66666667,2463.25,2898
9091,1293,"NA",12,"NA",1092,688,"03/02/2011","NA","NA",584,1184," 14:29:53","NA","Block 1:",2204.5,"NA"," 13539",608,"NA","NA","NA"
9091,"NA",1320,11,"NA","NA","NA","03/02/2011","NA",629,"NA","NA"," 14:29:53",940,"Block 2:","NA",675," 10554","NA",577,"NA",854
9091,710.5,798,35,683,646,542,"03/02/2011",594.5,3055,581.5,592," 14:29:53",671,"Block 3:",579.5,532," 26602",556,1374,1090,1053
9091,2547,"NA",11,1347.66666667,805,704.5,"03/02/2011","NA","NA",619,1314," 14:29:53","NA","Block 4:",854,"NA"," 16951",2680,"NA","NA","NA"
9091,998,1013.5,34,665.333333333,819.5,2180.5,"03/02/2011",1184,947.2,687.333333333,688.333333333," 14:29:53",934,"Block 5:",797.666666667,1666," 36821",886,777.5,892,1847.66666667
