"Gender","Age","UGPG","Year","College","Pill1","Pill2","Pill3","Pill4","Pill5","Pill6","Cream1","Cream2","Cream3","Cream4","Cream5","Cream6","Inj1","Inj2","Inj3","Inj4","Inj5","Inj6","Acu1","Acu2","Acu3","Acu4","Acu5","Acu6","PillTot","CreamTot","InjTot","AcuTot"
"Male",21,"Undergrad",3,"SEFS",5,5,4,4,4,5,3,4,3,3,3,3,5,4,3,5,4,4,4,3,2,2,2,3,27,19,25,16
"Female",24,"Undergrad",1,"Arts","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,4,5,4,4,4,0,0,0,25
"Male",20,"Undergrad",3,"Medicine & Health","NA","NA","NA","NA","NA","NA",4,4,3,4,3,3,4,4,4,4,4,4,3,3,2,3,3,3,0,21,24,17
"Female",18,"Undergrad",1,"SEFS",4,3,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,19,24,24,23
"Female",20,"Undergrad",3,"SEFS",2,2,2,4,4,4,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,18,11,22,24
"Female",24,"Postgraduate",5,"Bus & Law",1,1,2,1,3,1,1,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,9,11,24,6
"Male",21,"Undergrad",1,"Medicine & Health",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,24,24,23,24
"Female",18,"Undergrad",1,"SEFS",2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,21,24,23,30
"Female",22,"Undergrad",3,"Medicine & Health",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Female",27,"Postgraduate",2,"Medicine & Health",4,4,4,2,3,4,3,4,4,4,2,4,1,1,3,4,4,4,4,4,4,4,4,4,21,21,17,24
"Female",21,"Undergrad",2,"Arts",2,4,3,2,2,3,2,2,2,2,2,2,4,4,4,4,3,3,4,4,4,4,3,4,16,12,22,23
"Male",19,"Undergrad",2,"Medicine & Health",5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,3,27,24,30,22
"Male",26,"Undergrad",3,"Arts",4,4,3,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,23,19,19,23
"Male",33,"Postgraduate",1,"Arts",5,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,24,24,30,24
"Female",24,"Undergrad",4,"SEFS",4,4,2,4,2,4,4,4,2,4,2,4,4,4,2,4,2,4,3,3,3,3,3,3,20,20,20,18
"Female",29,"Postgraduate",1,"Arts",4,2,2,3,4,2,3,2,2,2,2,2,4,4,3,4,4,4,4,3,3,3,3,3,17,13,23,19
"Female",18,"Undergrad",1,"Arts",4,2,2,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,16,24,22,25
"Female",18,"Undergrad",1,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Male",18,"Undergrad",1,"Bus & Law",4,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,2,2,3,3,2,22,18,23,15
"Male",28,"Undergrad",2,"Medicine & Health",4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,24,24,20,24
"Male",20,"Undergrad",3,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Male",20,"Undergrad",2,"SEFS",3,2,1,2,2,4,1,1,1,1,1,1,3,3,3,3,3,3,4,5,4,4,4,3,14,6,18,24
"Female",20,"Undergrad",2,"Medicine & Health",3,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,,15,13,12,20
"Female",20,"Undergrad",2,"Arts",4,4,3,4,2,3,2,2,2,2,2,2,1,4,1,4,2,2,4,4,4,4,3,3,20,12,14,22
"Male",19,"Undergrad",1,"Arts",4,3,2,3,3,3,2,2,2,3,3,3,4,4,3,5,4,3,3,4,4,4,3,4,18,15,23,22
"Female",19,"Undergrad",1,"Arts",5,4,4,4,4,4,4,4,3,4,3,3,5,5,4,4,4,4,3,3,3,3,3,3,25,21,26,18
"Female",20,"Undergrad",3,"Arts",2,3,3,4,3,2,3,2,3,3,2,3,2,3,2,2,2,2,3,4,4,3,4,3,17,16,13,21
"Female",20,"Undergrad",2,"Arts",2,4,1,3,4,4,2,4,1,4,2,4,4,4,2,4,4,4,5,5,5,5,5,5,18,17,22,30
"Female",20,"Undergrad",2,"SEFS",1,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,10,12,6,30
"Female",21,"Undergrad",3,"SEFS",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Male",10,"Undergrad",3,"Arts",4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,24,22,22,24
"Female",29,"Undergrad",1,"Arts",4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,3,2,3,2,2,2,24,18,30,14
"Female",20,"Undergrad",3,"Arts",3,4,3,4,4,4,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,22,16,18,16
"Female",18,"Undergrad",1,"SEFS",4,4,3,4,4,4,2,2,3,2,2,2,5,4,4,4,4,4,5,4,5,4,4,,23,13,25,22
"Female",19,"Undergrad",1,"Arts",5,4,5,2,5,5,1,1,2,3,2,1,5,5,4,5,5,,1,1,1,1,1,1,26,10,24,6
"Male",22,"Postgraduate",1,"Bus & Law",4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3,4,4,4,4,3,24,24,29,22
"Female",21,"Undergrad",4,"Bus & Law",5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,30,24,18,24
"Female",21,"Undergrad",3,"Medicine & Health",5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,3,4,25,24,30,22
"Female",19,"Undergrad",1,"Arts",4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,24,18,24,6
"Female",18,"Undergrad",1,"Bus & Law",4,4,4,4,3,3,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,22,12,17,24
"Female",23,"Undergrad",4,"SEFS","NA","NA","NA","NA","NA","NA",4,4,4,4,4,"NA",4,5,4,5,4,4,2,1,1,2,1,1,0,20,26,8
"Female",17,"Undergrad",1,"SEFS",4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,2,5,5,5,5,5,5,22,22,22,30
"Female",21,"Postgraduate",1,"Arts",4,4,5,4,5,4,1,1,1,2,2,2,4,5,5,5,4,5,2,2,3,2,2,2,26,9,28,13
"Female",21,"Undergrad",3,"SEFS",1,4,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,10,13,12,24
"Female",21,"Undergrad",3,"SEFS",1,4,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,10,13,12,24
"Female",19,"Undergrad",2,"Arts",2,2,1,4,3,3,2,2,3,3,2,3,4,4,5,5,4,5,2,2,1,2,3,2,15,15,27,12
"Female",21,"Undergrad",3,"Arts",4,3,4,3,3,3,2,4,3,4,3,3,4,4,4,4,4,4,2,3,2,3,2,3,20,19,24,15
"Female",30,"Undergrad",1,"Arts",1,4,1,4,4,4,1,4,1,4,4,4,1,4,1,4,4,4,5,4,5,4,4,4,18,18,18,26
"Female",17,"Undergrad",1,"SEFS",5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,2,3,1,3,2,2,30,27,30,13
"Female",24,"Postgraduate",1,"Bus & Law",4,3,3,4,4,4,3,3,3,3,3,3,5,5,4,5,4,4,4,4,4,4,4,4,22,18,27,24
"Male",26,"Postgraduate",2,"Bus & Law",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,24,24,24
"Male",25,"Postgraduate",1,"Bus & Law",2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,10,10,10,6
"Male",21,"Postgraduate",1,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Male",20,"Undergrad",2,"Arts",2,2,1,1,1,1,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,8,18,23,18
"Female",28,"Postgraduate",4,"Arts",1,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,4,4,4,4,3,4,4,4,12,12,12,23
"Female",20,"Undergrad",2,"Arts",4,4,3,4,5,5,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,3,25,24,20,23
,29,"Postgraduate",1,"Arts",2,4,1,4,4,4,2,4,2,4,4,4,2,4,2,4,4,4,3,3,2,2,3,3,19,20,20,16
"Female",18,"Undergrad",1,"SEFS",5,5,5,5,5,5,4,4,4,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,30,23,30,18
"Male",19,"Undergrad",2,"SEFS",5,4,5,5,5,5,4,3,3,4,4,4,4,5,3,5,5,5,3,2,2,2,2,2,29,22,27,13
"Female",44,"Undergrad",1,"Arts",2,4,2,3,3,2,2,2,1,2,3,2,4,4,3,4,4,4,4,4,4,3,4,4,16,12,23,23
"Female",19,"Undergrad",1,"Arts",2,3,1,3,2,2,1,1,1,1,1,1,2,3,3,4,3,4,2,3,3,3,3,3,13,6,19,17
"Female",22,"Undergrad",3,"Arts","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,3,3,4,3,3,4,4,4,4,4,4,0,0,19,24
"Female",28,"Postgraduate",4,"SEFS",4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,24,18,30,24
"Male",19,"Undergrad",1,"Arts",4,4,3,4,4,,4,3,2,3,3,3,5,5,4,5,5,5,3,3,3,3,3,3,19,18,29,18
"Male",20,"Undergrad",2,"Medicine & Health",4,4,4,4,4,3,2,4,2,4,2,4,5,5,4,4,4,5,4,2,2,2,2,4,23,18,27,16
"Female",18,"Undergrad",1,"SEFS",2,1,1,3,2,1,1,1,1,1,1,1,4,3,2,,1,1,4,,3,2,3,4,10,6,11,16
"Female",19,"Undergrad",1,"Medicine & Health",3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,24,24,24
"Male",20,"Undergrad",3,"Bus & Law",4,5,5,5,4,4,3,3,2,3,2,3,5,5,5,5,5,5,1,1,1,1,1,1,27,16,30,6
"Male",21,"Undergrad",3,"Bus & Law",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Female",27,"Postgraduate",1,"Medicine & Health",4,4,1,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,2,1,1,1,1,1,21,21,21,7
"Female",21,"Undergrad",3,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,24,24,24,18
"Female",18,"Undergrad",1,"Arts",4,2,2,"NA","NA","NA",2,2,2,2,2,2,4,2,2,4,2,3,4,4,4,4,3,4,8,12,17,23
"Female",26,"Postgraduate",5,"SEFS",5,4,4,3,4,3,5,4,4,3,2,3,4,5,3,4,4,4,5,5,4,5,5,5,23,21,24,29
"Male",24,"Postgraduate",2,"SEFS",4,4,4,4,3,4,4,2,2,2,3,2,5,5,2,4,4,2,3,2,2,2,2,2,23,15,22,13
"Male",21,"Undergrad",3,"SEFS",2,4,1,4,4,2,1,1,1,1,1,1,2,4,2,4,2,2,1,1,1,1,1,1,17,6,16,6
"Female",21,"Undergrad",4,"Bus & Law",4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,5,5,5,3,3,3,3,3,3,24,12,27,18
"Female",19,"Undergrad",1,"SEFS",4,5,4,5,4,4,4,4,4,4,4,4,5,5,3,5,5,5,4,3,3,2,2,2,26,24,28,16
"Male",19,"Undergrad",2,"Bus & Law",2,2,1,3,2,2,2,2,1,2,1,2,3,4,2,2,4,2,1,2,3,3,2,3,12,10,17,14
"Female",20,"Undergrad",3,"Arts",3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,19,18,19,19
"Male",22,"Undergrad",4,"SEFS",4,4,3,3,4,3,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,21,24,27,24
"Female",20,"Undergrad",3,"Medicine & Health",5,4,4,4,4,4,4,3,3,4,3,3,5,5,4,5,5,4,1,1,1,1,1,1,25,20,28,6
"Female",20,"Undergrad",2,"SEFS",5,3,5,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,22,18,23,18
"Female",23,"Postgraduate",5,"Bus & Law",2,2,2,2,3,2,2,2,1,1,2,2,4,4,4,4,2,2,4,4,4,4,4,4,13,10,20,24
"Female",22,"Undergrad",4,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,24,24,24,29
"Female",20,"Undergrad",3,"Bus & Law",4,4,4,4,3,4,2,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,23,13,18,24
"Female",29,"Undergrad",2,"Arts",1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,4,4,4,4,4,4,9,12,8,24
"Male",30,"Undergrad",3,"SEFS",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24
"Female",18,"Undergrad",1,"Arts",2,4,3,4,4,4,2,3,3,3,3,3,2,4,3,4,4,3,3,4,3,4,4,4,21,17,20,22
"Female",20,"Undergrad",2,"Arts",2,4,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,3,2,3,3,3,11,10,10,16
"Female",23,"Undergrad",4,"SEFS",4,4,4,"NA",2,2,2,3,2,3,2,2,4,4,2,5,4,3,5,4,3,4,4,4,16,14,22,24
"Female",22,"Undergrad",4,"SEFS",5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,2,2,2,3,3,30,27,24,15
"Male",20,"Undergrad",3,"SEFS",2,3,3,2,1,2,2,3,3,2,1,2,2,3,3,2,1,2,4,3,3,4,4,4,13,13,13,22
"Male",24,"Undergrad",2,"SEFS",2,4,3,2,2,1,4,4,5,3,1,1,2,4,1,4,2,2,1,2,2,2,2,2,14,18,15,11
"Female",20,"Undergrad",2,"Arts",4,4,5,4,2,2,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,21,27,24,20
"Female",21,"Undergrad",4,"SEFS",2,3,2,4,4,2,1,2,2,3,4,2,4,4,3,4,4,4,1,1,1,1,1,1,17,14,23,6
"Female",27,"Undergrad",2,"Arts",4,4,4,3,3,4,3,3,3,3,3,3,4,5,4,5,5,5,4,3,3,3,3,3,22,18,28,19
"Female",22,"Undergrad",3,"SEFS",5,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,3,25,12,24,18
"Female",24,"Undergrad",1,"SEFS",1,2,1,1,5,4,1,2,1,1,5,4,1,4,1,1,5,,3,3,3,4,3,3,14,14,12,19
"Female",25,"Undergrad",2,"Medicine & Health",4,4,1,3,3,4,4,4,2,3,3,3,4,4,3,4,3,3,4,4,3,2,3,3,19,19,21,19
"Female",23,"Postgraduate",1,"Bus & Law",4,5,4,5,5,4,2,2,2,3,2,3,4,5,4,5,5,5,2,2,2,2,2,2,27,14,28,12
"Female",21,"Undergrad",3,"Arts",5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,29,24,26,30
"Female",22,"Undergrad",4,"Medicine & Health",4,4,2,4,4,3,2,2,2,2,2,4,4,4,3,4,4,4,1,2,1,2,2,1,21,14,23,9
"Male",20,"Undergrad",1,"Bus & Law",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,23,24,24,6
"Male",18,"Undergrad",1,"Arts",5,4,4,4,3,4,5,4,4,4,3,4,5,4,3,5,4,4,4,4,3,4,4,4,24,24,25,23
"Male",20,"Undergrad",3,"Arts",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,24,24,24,12
"Male",20,"Undergrad",1,"Medicine & Health",4,4,3,4,4,4,3,3,2,3,3,3,5,5,3,5,5,5,1,1,1,2,1,1,23,17,28,7
"Female",23,"Postgraduate",1,"Arts",4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,24,12,24,12
"Male",24,"Undergrad",1,"Medicine & Health",5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,3,3,3,3,3,30,25,30,19
"Male",18,"Undergrad",1,"SEFS",2,3,2,1,2,2,3,2,3,2,2,2,2,3,3,2,3,2,5,5,5,5,5,5,12,14,15,30
"Female",19,"Undergrad",1,"Arts",4,4,4,4,5,5,2,3,3,3,3,3,5,5,5,5,5,5,2,2,2,2,2,2,26,17,30,12
"Female",22,"Undergrad",4,"SEFS",4,2,3,4,3,3,4,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,2,3,19,18,15,15
"Female",23,"Undergrad",5,"Medicine & Health",2,4,3,4,3,3,2,2,2,3,2,2,4,4,3,3,3,3,4,4,5,4,4,4,19,13,20,25
"Male",22,"Postgraduate",1,"Arts",2,1,1,4,1,2,2,4,2,4,1,1,2,5,1,5,5,1,4,4,4,4,4,4,11,14,19,24
"Female",19,"Undergrad",2,"Arts",3,4,3,3,4,4,1,3,1,3,1,2,1,4,2,4,2,4,4,4,4,3,4,4,21,11,17,23
"Male",20,"Undergrad",1,"Medicine & Health",4,4,3,4,4,4,4,3,3,3,2,3,5,5,5,5,5,5,2,2,1,2,2,3,23,18,30,12
"Male",23,"Postgraduate",1,"Arts",2,4,3,2,2,4,3,4,3,4,2,3,2,3,3,4,2,3,1,4,3,4,3,4,17,19,17,19
"Female",23,"Postgraduate",1,"Bus & Law",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,24,24,23,17
"Male",23,"Postgraduate",1,"Bus & Law",4,4,4,4,4,4,2,2,2,2,2,2,5,5,5,5,5,5,1,1,1,1,1,1,24,12,30,6
"Male",21,"Undergrad",3,"Arts",4,4,3,4,4,4,4,4,3,4,4,4,3,,1,4,2,4,4,3,3,4,,3,23,23,14,17
"Female",18,"Undergrad",1,"Medicine & Health",4,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,21,18,23,23
"Male",24,"Postgraduate",2,"SEFS",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,3,2,24,24,24,15
"Male",26,"Postgraduate",2,"SEFS",2,2,3,2,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",13,0,0,0
"Female",22,"Postgraduate",1,"Arts",4,4,4,4,4,4,4,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,2,2,24,16,22,12
"Male",24,"Undergrad",1,"Arts",5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,30,24,18,30
"Female",20,"Undergrad",2,"Medicine & Health",3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,18,12,24,12
